date,c1_bid,c1_oi,c1_vol,c2_bid,c2_oi,c2_vol
2021-04-23,657.5,168158.0,157732.0,635.0,750133.0,233004.0
2021-04-26,680.5,127419.0,157505.0,657.5,757581.0,236175.0
2021-04-27,695.75,67729.0,166136.0,654.25,741565.0,384490.0
2021-04-28,687.0,26797.0,107987.0,640.0,745532.0,314724.0
2021-04-29,699.25,12543.0,30786.0,648.0,745500.0,181952.0
2021-04-30,715.0,7296.0,9862.0,673.25,746663.0,148309.0
2021-05-03,729.5,5275.0,3094.0,681.25,735575.0,232788.0
2021-05-04,742.75,4005.0,1827.0,696.75,726355.0,204867.0
2021-05-05,745.0,2715.0,1778.0,708.0,717577.0,199836.0
2021-05-06,750.0,1663.0,2419.0,718.75,719805.0,194339.0
2021-05-07,755.5,1342.0,680.0,731.0,711629.0,192878.0
2021-05-10,735.0,828.0,814.0,714.0,705248.0,190149.0
2021-05-11,759.5,479.0,404.0,723.0,702779.0,180975.0
2021-05-12,751.0,210.0,328.0,714.5,695484.0,200830.0
2021-05-13,579.0,21.0,307.0,674.75,683888.0,247856.0
2021-05-14,,,28.0,645.0,672567.0,313038.0
2021-05-17,652.0,659332.0,185347.0,565.0,274595.0,46183.0
2021-05-18,659.25,650578.0,161908.0,571.75,282330.0,43399.0
2021-05-19,661.0,645771.0,136686.0,569.0,286206.0,34463.0
2021-05-20,664.25,637495.0,119730.0,575.0,290529.0,29772.0
2021-05-21,657.0,629918.0,109618.0,571.25,294457.0,27958.0
2021-05-24,658.0,624460.0,106865.0,569.0,301030.0,28062.0
2021-05-25,620.25,618761.0,211650.0,539.5,305925.0,49767.0
2021-05-26,624.0,612617.0,182610.0,547.0,314717.0,53644.0
2021-05-27,664.5,603409.0,160605.0,583.25,321303.0,61192.0
2021-05-28,657.0,592988.0,150329.0,570.5,325437.0,43448.0
2021-06-01,686.75,585352.0,163972.0,599.75,329650.0,58600.0
2021-06-02,675.0,570127.0,163861.0,593.0,331589.0,71299.0
2021-06-03,662.0,553081.0,166363.0,580.75,334766.0,75031.0
2021-06-04,680.75,539365.0,142300.0,603.5,335241.0,69245.0
2021-06-07,680.0,508319.0,254039.0,621.75,357629.0,143058.0
2021-06-08,681.75,479251.0,224000.0,627.75,378383.0,134656.0
2021-06-09,694.25,441003.0,214261.0,630.5,408825.0,126313.0
2021-06-10,699.0,405171.0,256320.0,635.0,445166.0,142203.0
2021-06-11,685.25,370689.0,233946.0,628.75,474498.0,132241.0
2021-06-14,662.5,353924.0,159570.0,597.0,475132.0,75697.0
2021-06-15,667.5,320374.0,176454.0,591.75,478516.0,74082.0
2021-06-16,671.5,305775.0,169908.0,586.25,485533.0,91211.0
2021-06-17,633.0,277524.0,192026.0,547.75,485993.0,101671.0
2021-06-18,652.5,256431.0,184523.0,575.0,498963.0,105090.0
2021-06-21,659.0,236093.0,127442.0,566.5,497420.0,64277.0
2021-06-22,660.0,192919.0,145930.0,551.5,497383.0,96067.0
2021-06-23,662.25,160881.0,127090.0,547.25,502191.0,83201.0
2021-06-24,653.0,135024.0,143749.0,548.75,504420.0,115512.0
2021-06-25,636.75,79278.0,123016.0,530.0,512255.0,90061.0
2021-06-28,676.5,46210.0,83833.0,555.0,516932.0,93261.0
2021-06-29,693.0,16957.0,58727.0,559.25,514343.0,105609.0
2021-06-30,719.0,7781.0,18226.0,599.25,512739.0,137250.0
2021-07-01,714.0,5174.0,4706.0,601.0,510189.0,121488.0
2021-07-02,690.0,2606.0,4751.0,591.5,509665.0,71037.0
2021-07-06,655.0,1800.0,1707.0,552.0,504181.0,51430.0
2021-07-07,653.0,1334.0,590.0,542.75,494764.0,99672.0
2021-07-08,635.0,918.0,497.0,537.0,482243.0,82853.0
2021-07-09,615.0,529.0,530.0,527.0,481305.0,91100.0
2021-07-12,615.0,245.0,431.0,543.0,477145.0,83984.0
2021-07-13,664.0,95.0,329.0,550.75,470114.0,97432.0
2021-07-14,,77.0,26.0,569.25,461396.0,88996.0
2021-07-15,563.0,456220.0,69356.0,554.5,617357.0,107842.0
2021-07-16,552.75,448567.0,83019.0,551.75,621197.0,130812.0
2021-07-19,556.0,441594.0,67343.0,551.0,622746.0,132571.0
2021-07-20,571.25,436530.0,77004.0,565.75,624313.0,146526.0
2021-07-21,571.25,427615.0,78998.0,568.0,630956.0,143691.0
2021-07-22,565.25,422248.0,81023.0,560.25,630984.0,146619.0
2021-07-23,545.5,413264.0,81447.0,543.0,635524.0,127254.0
2021-07-26,548.75,406177.0,72948.0,546.5,636576.0,112739.0
2021-07-27,549.0,399731.0,67236.0,547.0,639192.0,110873.0
2021-07-28,550.0,392832.0,62378.0,549.5,646689.0,91952.0
2021-07-29,557.0,383903.0,71556.0,555.0,655111.0,106719.0
2021-07-30,546.75,383263.0,65198.0,544.5,653066.0,97008.0
2021-08-02,558.0,372245.0,83836.0,558.25,655011.0,131664.0
2021-08-03,550.5,359615.0,95208.0,551.0,658298.0,155031.0
2021-08-04,546.25,351887.0,70049.0,546.5,654936.0,126044.0
2021-08-05,555.0,344056.0,92967.0,553.0,656185.0,142120.0
2021-08-06,554.5,305769.0,142762.0,556.0,659814.0,182753.0
2021-08-09,550.0,272616.0,144339.0,553.25,674694.0,175984.0
2021-08-10,549.0,239555.0,143634.0,552.0,693518.0,171584.0
2021-08-11,555.0,207242.0,184260.0,558.0,723846.0,232705.0
2021-08-12,565.75,186562.0,247372.0,573.0,758637.0,441563.0
2021-08-13,567.25,170705.0,97466.0,571.0,758996.0,184832.0
2021-08-16,563.75,163845.0,60693.0,568.5,763859.0,116802.0
2021-08-17,558.25,153873.0,67739.0,563.75,766983.0,121559.0
2021-08-18,561.0,144742.0,64048.0,563.25,769198.0,97177.0
2021-08-19,550.0,138455.0,90493.0,552.0,775153.0,165318.0
2021-08-20,537.75,132981.0,83003.0,536.5,779388.0,173056.0
2021-08-23,538.5,125606.0,50271.0,536.5,778467.0,121370.0
2021-08-24,544.0,114389.0,82653.0,544.5,781869.0,145673.0
2021-08-25,550.75,99734.0,80083.0,551.0,785709.0,145502.0
2021-08-26,552.0,82468.0,73859.0,550.0,785215.0,111370.0
2021-08-27,560.0,42261.0,107357.0,553.25,785344.0,155137.0
2021-08-30,540.0,9266.0,73569.0,542.5,797196.0,217903.0
2021-08-31,534.0,4875.0,8135.0,535.0,793811.0,209696.0
2021-09-01,515.5,2787.0,5192.0,522.75,791701.0,200771.0
2021-09-02,505.0,1966.0,1319.0,524.75,787405.0,141425.0
2021-09-03,505.0,1457.0,967.0,524.0,779231.0,115800.0
2021-09-07,489.0,1037.0,734.0,510.75,775012.0,154946.0
2021-09-08,498.25,715.0,451.0,510.25,768138.0,156332.0
2021-09-09,489.0,604.0,164.0,510.0,756401.0,173940.0
2021-09-10,400.0,311.0,370.0,516.0,745929.0,264579.0
2021-09-13,400.0,83.0,313.0,512.5,741803.0,123454.0
2021-09-14,,17.0,81.0,520.75,738290.0,114271.0
2021-09-15,534.25,737030.0,152827.0,540.0,250275.0,50418.0
2021-09-16,529.5,729646.0,118905.0,537.0,248754.0,36680.0
2021-09-17,527.25,729480.0,109533.0,533.75,249889.0,36312.0
2021-09-20,522.0,716956.0,125356.0,534.0,256821.0,45656.0
2021-09-21,516.75,710440.0,119145.0,524.25,256895.0,28616.0
2021-09-22,524.25,709243.0,112326.0,531.5,257080.0,30109.0
2021-09-23,529.0,706502.0,95990.0,536.25,258628.0,18910.0
2021-09-24,526.0,708375.0,93098.0,532.75,259741.0,16835.0
2021-09-27,539.0,705820.0,144946.0,543.5,263727.0,30999.0
2021-09-28,532.5,694638.0,125830.0,540.5,266758.0,31793.0
2021-09-29,539.25,690367.0,107220.0,546.75,269092.0,33968.0
2021-09-30,536.75,691389.0,222135.0,544.5,270622.0,56135.0
2021-10-01,541.5,683752.0,135599.0,549.75,275583.0,43726.0
2021-10-04,540.0,679398.0,132923.0,549.0,281556.0,41834.0
2021-10-05,537.5,667364.0,119598.0,544.75,285481.0,47887.0
2021-10-06,532.0,658921.0,126943.0,540.5,289026.0,45914.0
2021-10-07,534.0,652185.0,104997.0,542.0,295148.0,38664.0
2021-10-08,530.5,645330.0,95481.0,539.0,305309.0,38748.0
2021-10-11,532.5,630724.0,104166.0,542.0,306951.0,40546.0
2021-10-12,523.0,627140.0,196596.0,532.0,315611.0,56169.0
2021-10-13,511.25,620226.0,203330.0,522.0,320049.0,69387.0
2021-10-14,516.0,615150.0,140335.0,525.5,321633.0,68585.0
2021-10-15,525.75,609932.0,130243.0,534.75,322687.0,45121.0
2021-10-18,532.75,609096.0,119583.0,539.5,326056.0,33491.0
2021-10-19,530.0,602920.0,119081.0,538.5,331887.0,49732.0
2021-10-20,539.0,602945.0,129884.0,547.5,341480.0,52009.0
2021-10-21,532.25,599255.0,119388.0,541.5,351569.0,57980.0
2021-10-22,538.0,601139.0,109345.0,546.0,353226.0,37476.0
2021-10-25,538.0,597064.0,107050.0,546.25,356358.0,37948.0
2021-10-26,542.0,592909.0,146995.0,550.25,362038.0,54620.0
2021-10-27,557.0,595216.0,241141.0,565.75,371308.0,90522.0
2021-10-28,562.0,595361.0,164258.0,571.0,379644.0,62907.0
2021-10-29,568.25,597061.0,135195.0,576.0,385588.0,56161.0
2021-11-01,579.0,596163.0,197409.0,586.0,394631.0,79099.0
2021-11-02,572.5,594939.0,174067.0,580.5,399921.0,73354.0
2021-11-03,563.75,594712.0,149892.0,570.5,404623.0,67298.0
2021-11-04,559.0,587231.0,149483.0,567.5,414023.0,62742.0
2021-11-05,552.75,544899.0,192123.0,561.0,444923.0,126171.0
2021-11-08,551.5,514422.0,166976.0,560.25,489618.0,106777.0
2021-11-09,555.0,471804.0,246899.0,565.0,515945.0,155208.0
2021-11-10,568.0,448952.0,209267.0,577.25,540703.0,132801.0
2021-11-11,569.0,431856.0,264523.0,577.25,575553.0,196461.0
2021-11-12,577.0,416851.0,163539.0,584.5,597426.0,107374.0
2021-11-15,576.0,394446.0,128056.0,583.25,606240.0,93300.0
2021-11-16,570.5,376222.0,137344.0,578.0,629166.0,117168.0
2021-11-17,575.0,350087.0,185381.0,580.75,661235.0,139075.0
2021-11-18,573.0,323838.0,171416.0,579.0,682362.0,140698.0
2021-11-19,571.0,305547.0,130524.0,575.0,692016.0,98961.0
2021-11-22,577.0,279935.0,172298.0,584.0,708131.0,155160.0
2021-11-23,580.0,246746.0,179297.0,588.25,731557.0,159453.0
2021-11-24,579.0,187168.0,265928.0,584.0,748762.0,260129.0
2021-11-26,585.75,105685.0,180220.0,591.5,744801.0,179960.0
2021-11-29,578.0,31466.0,158234.0,582.75,754281.0,247451.0
2021-11-30,567.0,16228.0,24986.0,568.0,732521.0,263183.0
2021-12-01,570.0,12744.0,6270.0,570.5,731893.0,146467.0
2021-12-02,575.0,9750.0,6237.0,576.5,729324.0,168404.0
2021-12-03,581.75,7780.0,3442.0,584.0,732028.0,144119.0
2021-12-06,583.5,6225.0,2208.0,583.5,733666.0,103539.0
2021-12-07,581.5,4756.0,1887.0,586.0,734596.0,116946.0
2021-12-08,581.5,2990.0,2372.0,587.0,739177.0,103323.0
2021-12-09,580.0,1654.0,2082.0,590.75,742109.0,146620.0
2021-12-10,590.5,930.0,862.0,589.5,740960.0,82767.0
2021-12-13,580.0,103.0,927.0,584.5,737237.0,99598.0
2021-12-14,,50.0,115.0,590.25,740131.0,117292.0
2021-12-15,586.5,741896.0,138521.0,587.0,233647.0,31959.0
2021-12-16,590.25,741448.0,101262.0,592.25,235278.0,25812.0
2021-12-17,592.25,746588.0,129569.0,593.0,236223.0,31590.0
2021-12-20,591.0,744481.0,106042.0,591.75,236470.0,32195.0
2021-12-21,597.75,745243.0,119312.0,599.0,238089.0,28721.0
2021-12-22,602.0,750652.0,154966.0,602.0,241521.0,41955.0
2021-12-23,605.75,753414.0,108565.0,608.0,244771.0,27237.0
2021-12-27,614.5,759150.0,123211.0,615.75,253094.0,40635.0
2021-12-28,604.25,754145.0,134208.0,606.5,251713.0,35374.0
2021-12-29,605.25,753467.0,117570.0,606.25,250324.0,33784.0
2021-12-30,595.5,743455.0,122776.0,596.0,253688.0,35793.0
2021-12-31,592.75,737808.0,69868.0,595.0,255785.0,23451.0
2022-01-03,589.75,726028.0,146023.0,591.75,256155.0,37391.0
2022-01-04,609.0,732630.0,210268.0,609.0,261535.0,65241.0
2022-01-05,602.0,715414.0,148499.0,603.0,266536.0,48417.0
2022-01-06,603.75,708032.0,151442.0,604.75,268160.0,42837.0
2022-01-07,606.0,700186.0,140371.0,602.75,272777.0,47115.0
2022-01-10,600.0,684517.0,135265.0,600.0,276503.0,52339.0
2022-01-11,601.0,672373.0,128305.0,602.25,279344.0,51271.0
2022-01-12,598.75,668416.0,181633.0,599.5,284907.0,58854.0
2022-01-13,587.0,645791.0,186546.0,589.0,289741.0,66449.0
2022-01-14,597.0,640133.0,140634.0,597.0,290496.0,47417.0
2022-01-18,599.75,627596.0,141742.0,599.0,289393.0,49037.0
2022-01-19,610.0,634241.0,179943.0,610.0,291177.0,62649.0
2022-01-20,610.0,630610.0,127683.0,608.5,299176.0,46079.0
2022-01-21,616.0,640734.0,187471.0,614.0,302425.0,69124.0
2022-01-24,620.5,628781.0,194809.0,617.0,303156.0,81167.0
2022-01-25,619.0,630115.0,298396.0,617.5,317368.0,141754.0
2022-01-26,626.0,618300.0,172723.0,624.0,322341.0,82038.0
2022-01-27,623.75,614101.0,151696.0,621.25,324239.0,60402.0
2022-01-28,635.5,614625.0,188658.0,632.75,330405.0,84350.0
2022-01-31,625.75,588695.0,243891.0,623.25,349928.0,114959.0
2022-02-01,634.0,582122.0,196298.0,633.0,357838.0,89933.0
2022-02-02,622.5,557025.0,275662.0,622.5,368880.0,143508.0
2022-02-03,617.25,537889.0,215871.0,617.25,376558.0,128988.0
2022-02-04,621.5,521967.0,181430.0,621.5,398095.0,122318.0
2022-02-07,636.0,483970.0,232607.0,636.75,431419.0,142660.0
2022-02-08,632.0,448544.0,200583.0,633.5,462733.0,136546.0
2022-02-09,646.0,407843.0,320406.0,644.0,485851.0,246424.0
2022-02-10,641.75,386513.0,372991.0,640.5,517438.0,221805.0
2022-02-11,648.25,355622.0,243969.0,650.0,552406.0,182799.0
2022-02-14,655.25,337004.0,144923.0,653.0,557953.0,111519.0
2022-02-15,637.0,310312.0,177958.0,637.25,570082.0,130659.0
2022-02-16,645.0,293180.0,126554.0,644.25,584032.0,98207.0
2022-02-17,647.0,271475.0,121279.0,647.25,597393.0,98121.0
2022-02-18,654.0,226682.0,154047.0,652.0,624621.0,138413.0
2022-02-22,674.0,163890.0,168824.0,671.0,649962.0,192520.0
2022-02-23,685.0,116325.0,154730.0,679.75,669239.0,204307.0
2022-02-24,693.25,60422.0,161611.0,688.5,688727.0,346312.0
2022-02-25,655.0,18641.0,94802.0,655.75,678503.0,268508.0
2022-02-28,696.5,11260.0,15651.0,690.75,674588.0,169348.0
2022-03-01,730.0,7430.0,7258.0,725.75,677410.0,181422.0
2022-03-02,730.0,5062.0,3350.0,725.0,670439.0,245276.0
2022-03-03,750.0,2950.0,3447.0,747.0,674126.0,216512.0
2022-03-04,710.0,1632.0,2186.0,747.0,651032.0,236077.0
2022-03-07,727.5,818.0,1309.0,750.5,627394.0,161720.0
2022-03-08,635.0,407.0,547.0,755.0,616982.0,151946.0
2022-03-09,735.0,331.0,188.0,732.75,600023.0,136059.0
2022-03-10,635.0,177.0,74.0,750.25,598987.0,147566.0
2022-03-11,635.0,28.0,233.0,762.0,594192.0,102372.0
2022-03-14,,17.0,66.0,746.25,583656.0,104100.0
2022-03-15,757.0,579659.0,89348.0,719.0,368674.0,54240.0
2022-03-16,728.5,574191.0,106537.0,696.75,369987.0,50655.0
2022-03-17,753.0,571190.0,90267.0,716.0,372648.0,42040.0
2022-03-18,742.0,561876.0,84411.0,709.0,376375.0,45033.0
2022-03-21,755.25,559282.0,93775.0,725.0,383773.0,55670.0
2022-03-22,754.5,548077.0,104191.0,729.0,391374.0,69234.0
2022-03-23,757.75,547626.0,112399.0,734.0,396260.0,66388.0
2022-03-24,747.5,533256.0,100951.0,728.0,399558.0,61585.0
2022-03-25,754.0,515280.0,73846.0,730.0,400362.0,41204.0
2022-03-28,747.5,502740.0,89177.0,729.0,402102.0,55980.0
2022-03-29,728.0,485384.0,180171.0,708.0,407011.0,102763.0
2022-03-30,738.5,476330.0,109719.0,719.0,409993.0,62579.0
2022-03-31,748.0,472303.0,173737.0,732.0,418502.0,142791.0
2022-04-01,736.0,450864.0,155927.0,721.75,429229.0,127304.0
2022-04-04,750.0,439180.0,112649.0,739.0,435399.0,92320.0
2022-04-05,759.75,428094.0,123890.0,747.75,446453.0,111969.0
2022-04-06,756.0,415469.0,110915.0,745.75,457258.0,92467.0
2022-04-07,758.0,380135.0,149456.0,749.5,483642.0,144673.0
2022-04-08,767.5,354950.0,170872.0,759.0,512337.0,155533.0
2022-04-11,765.0,310142.0,170234.0,757.25,539324.0,158908.0
2022-04-12,775.0,282839.0,154266.0,770.0,569529.0,153025.0
2022-04-13,783.25,257206.0,182922.0,777.75,598735.0,184615.0
2022-04-14,789.75,243835.0,108878.0,782.75,616230.0,114603.0
2022-04-18,814.0,239919.0,114979.0,807.0,621833.0,132713.0
2022-04-19,803.0,223670.0,133531.0,799.0,627617.0,145333.0
2022-04-20,815.0,208947.0,128911.0,808.75,635563.0,130848.0
2022-04-21,800.0,186646.0,111004.0,795.0,645480.0,126241.0
2022-04-22,793.0,137647.0,140795.0,789.0,652284.0,166689.0
2022-04-25,798.0,95927.0,114116.0,796.5,659856.0,152795.0
2022-04-26,802.0,61279.0,85308.0,802.0,665389.0,140110.0
2022-04-27,815.5,37900.0,70673.0,812.0,679979.0,150904.0
2022-04-28,817.0,13761.0,47633.0,813.0,675509.0,121715.0
2022-04-29,813.0,6202.0,11143.0,812.25,678061.0,104780.0
2022-05-02,812.5,5305.0,2848.0,803.5,670172.0,117450.0
2022-05-03,799.5,4275.0,2214.0,793.0,664936.0,130993.0
2022-05-04,795.5,3673.0,1267.0,793.25,655557.0,102960.0
2022-05-05,800.0,3361.0,410.0,796.25,649679.0,92039.0
2022-05-06,786.0,2472.0,1248.0,784.5,642956.0,132008.0
2022-05-09,780.0,1811.0,745.0,772.0,632841.0,135176.0
2022-05-10,780.0,1326.0,597.0,775.25,625196.0,98595.0
2022-05-11,795.0,829.0,653.0,788.25,617696.0,110381.0
2022-05-12,803.0,85.0,911.0,791.5,612017.0,154543.0
2022-05-13,,62.0,25.0,781.0,611997.0,113807.0
2022-05-16,807.75,606046.0,138859.0,775.0,238177.0,43952.0
2022-05-17,800.5,600384.0,98317.0,772.0,243006.0,35297.0
2022-05-18,782.0,593268.0,120123.0,753.0,246150.0,32382.0
2022-05-19,783.0,585434.0,106424.0,749.5,245323.0,33345.0
2022-05-20,778.75,579286.0,88004.0,744.0,248323.0,29193.0
2022-05-23,786.25,580195.0,88355.0,755.0,256084.0,33454.0
2022-05-24,770.0,573563.0,147022.0,739.5,264168.0,48298.0
2022-05-25,770.75,565978.0,127425.0,737.25,272522.0,44339.0
2022-05-26,764.25,562610.0,104920.0,733.5,276062.0,36557.0
2022-05-27,775.5,555058.0,101090.0,742.0,281346.0,34028.0
2022-05-31,752.25,552619.0,175461.0,721.5,291914.0,52454.0
2022-06-01,731.0,541178.0,210389.0,703.0,303933.0,77839.0
2022-06-02,730.5,528973.0,127143.0,702.75,314401.0,51071.0
2022-06-03,727.0,516752.0,105542.0,701.25,321848.0,45569.0
2022-06-06,742.5,503004.0,131922.0,714.5,331330.0,57687.0
2022-06-07,757.0,464163.0,227575.0,722.75,351122.0,122842.0
2022-06-08,764.5,425870.0,223848.0,724.0,374060.0,142684.0
2022-06-09,771.25,395029.0,226325.0,727.0,395353.0,154631.0
2022-06-10,772.75,367570.0,156100.0,729.0,411401.0,104443.0
2022-06-13,766.0,345140.0,170044.0,727.75,428136.0,109937.0
2022-06-14,766.75,322033.0,125798.0,727.25,432226.0,73516.0
2022-06-15,773.75,314939.0,105906.0,728.5,436160.0,60407.0
2022-06-16,787.25,305521.0,121542.0,741.0,439023.0,64632.0
2022-06-17,784.25,296940.0,116061.0,736.0,439608.0,65586.0
2022-06-21,763.75,268352.0,192144.0,710.0,443402.0,104356.0
2022-06-22,766.0,228635.0,167778.0,702.0,449775.0,109476.0
2022-06-23,746.5,197096.0,215839.0,665.0,456463.0,163822.0
2022-06-24,749.25,123864.0,155989.0,683.0,457137.0,120661.0
2022-06-27,744.0,90566.0,121830.0,661.0,459238.0,123113.0
2022-06-28,756.25,51917.0,86035.0,668.0,461341.0,108109.0
2022-06-29,770.25,19485.0,63702.0,664.0,454390.0,103707.0
2022-06-30,744.0,10467.0,14477.0,634.0,450277.0,131734.0
2022-07-01,740.0,7395.0,5489.0,618.75,449319.0,95069.0
2022-07-05,730.0,5164.0,3775.0,592.0,445158.0,101843.0
2022-07-06,725.0,3880.0,2703.0,599.5,439018.0,91685.0
2022-07-07,725.0,3434.0,784.0,608.75,431938.0,89854.0
2022-07-08,744.0,2479.0,1438.0,633.25,425207.0,83231.0
2022-07-11,765.0,1493.0,1344.0,634.25,419729.0,99865.0
2022-07-12,725.0,420.0,1320.0,594.0,414419.0,137528.0
