date,s1_bid,s1_oi,s1_vol,s2_bid,s2_oi,s2_vol
2021-03-30,1366.5,301827.0,96925.0,1357.75,197178.0,44744.0
2021-03-31,1436.75,296006.0,128593.0,1427.75,205455.0,101574.0
2021-04-01,1401.25,286273.0,169783.0,1394.0,206949.0,117768.0
2021-04-02,1401.25,286234.0,,1394.0,206977.0,
2021-04-05,1411.0,284632.0,63975.0,1404.0,205605.0,39408.0
2021-04-06,1416.75,284668.0,81203.0,1409.0,203207.0,47331.0
2021-04-07,1407.5,279848.0,84843.0,1402.0,208462.0,57559.0
2021-04-08,1415.0,264595.0,98187.0,1406.0,224341.0,77897.0
2021-04-09,1403.0,246716.0,113734.0,1400.0,242798.0,92190.0
2021-04-12,1382.25,222019.0,134732.0,1376.0,266527.0,102693.0
2021-04-13,1389.5,210160.0,119433.0,1383.0,285142.0,96049.0
2021-04-14,1406.0,203858.0,113554.0,1400.5,298628.0,93320.0
2021-04-15,1412.75,193639.0,85081.0,1409.5,305807.0,76933.0
2021-04-16,1433.0,185947.0,88555.0,1418.0,316745.0,97086.0
2021-04-19,1449.0,181192.0,78228.0,1435.75,327161.0,91840.0
2021-04-20,1474.25,161453.0,91627.0,1457.75,334682.0,122053.0
2021-04-21,1496.25,147300.0,88608.0,1477.0,347938.0,126879.0
2021-04-22,1532.75,131275.0,115383.0,1514.5,357638.0,158657.0
2021-04-23,1539.75,98477.0,112190.0,1514.25,362769.0,139849.0
2021-04-26,1571.0,77482.0,84662.0,1540.5,364721.0,160823.0
2021-04-27,1547.0,52604.0,77706.0,1518.25,368565.0,195808.0
2021-04-28,1547.0,19172.0,66001.0,1507.75,370885.0,188637.0
2021-04-29,1532.5,7130.0,22542.0,1500.5,371672.0,122271.0
2021-04-30,1529.25,4422.0,4669.0,1534.0,373710.0,108723.0
2021-05-03,1529.0,3172.0,1617.0,1524.0,370249.0,107742.0
2021-05-04,1550.75,2045.0,1618.0,1540.0,365278.0,93057.0
2021-05-05,1550.75,1649.0,631.0,1542.0,359479.0,87263.0
2021-05-06,1550.75,1227.0,588.0,1566.5,358033.0,112467.0
2021-05-07,1605.0,762.0,508.0,1580.25,349906.0,108531.0
2021-05-10,1595.0,436.0,396.0,1587.0,344294.0,94978.0
2021-05-11,1595.0,364.0,128.0,1615.0,343499.0,116837.0
2021-05-12,1627.75,316.0,172.0,1640.75,342661.0,153357.0
2021-05-13,1448.25,50.0,199.0,1581.75,329910.0,164120.0
2021-05-14,,22.0,22.0,1586.0,319606.0,104663.0
2021-05-17,1587.0,314338.0,84850.0,1525.0,36315.0,11064.0
2021-05-18,1574.0,311791.0,100081.0,1521.0,38189.0,12493.0
2021-05-19,1545.25,303006.0,125738.0,1484.25,38597.0,16429.0
2021-05-20,1533.0,302031.0,74949.0,1476.75,39795.0,8877.0
2021-05-21,1528.5,303742.0,87016.0,1455.0,39787.0,10391.0
2021-05-24,1522.75,300851.0,78380.0,1460.0,39421.0,6996.0
2021-05-25,1506.0,297033.0,98163.0,1461.0,39590.0,8711.0
2021-05-26,1503.25,294582.0,101218.0,1452.0,39506.0,12077.0
2021-05-27,1535.5,291456.0,87612.0,1487.75,39509.0,11348.0
2021-05-28,1525.5,289265.0,74559.0,1481.25,40037.0,7952.0
2021-06-01,1548.5,284513.0,97373.0,1500.25,40029.0,12705.0
2021-06-02,1559.0,276142.0,93696.0,1493.0,41002.0,16380.0
2021-06-03,1545.0,271324.0,91793.0,1504.0,42542.0,15518.0
2021-06-04,1576.25,268784.0,80384.0,1537.5,45203.0,14114.0
2021-06-07,1560.25,251079.0,145331.0,1516.0,45523.0,27535.0
2021-06-08,1575.75,238462.0,141918.0,1542.0,45998.0,22571.0
2021-06-09,1559.0,216678.0,117025.0,1517.0,47513.0,18927.0
2021-06-10,1543.25,196622.0,144526.0,1509.75,49112.0,33488.0
2021-06-11,1508.0,177188.0,155417.0,1473.25,53601.0,42102.0
2021-06-14,1471.75,164124.0,106170.0,1428.0,53769.0,25399.0
2021-06-15,1460.0,156293.0,103081.0,1426.0,56477.0,33517.0
2021-06-16,1442.0,152241.0,74804.0,1396.75,58787.0,22625.0
2021-06-17,1329.0,145034.0,121978.0,1285.25,60575.0,45786.0
2021-06-18,1390.0,135212.0,100857.0,1330.0,60634.0,36497.0
2021-06-21,1415.0,129169.0,64081.0,1371.25,60688.0,25418.0
2021-06-22,1392.25,125707.0,67595.0,1349.75,61779.0,23546.0
2021-06-23,1381.5,118256.0,65951.0,1344.0,64077.0,26508.0
2021-06-24,1364.75,107977.0,57347.0,1322.5,64363.0,29887.0
2021-06-25,1325.75,35880.0,97444.0,1303.0,69530.0,39509.0
2021-06-28,1357.0,14524.0,51276.0,1326.5,69007.0,40249.0
2021-06-29,1365.0,6439.0,20510.0,1338.0,70242.0,33736.0
2021-06-30,1408.0,3842.0,4559.0,1422.25,70971.0,41059.0
2021-07-01,1446.0,2816.0,2182.0,1429.0,71169.0,29448.0
2021-07-02,1408.0,2016.0,1542.0,1434.5,69563.0,20783.0
2021-07-06,1355.0,1564.0,586.0,1342.0,67248.0,27205.0
2021-07-07,1355.0,868.0,795.0,1366.0,66034.0,31220.0
2021-07-08,1377.75,536.0,507.0,1368.25,64664.0,28358.0
2021-07-09,1387.5,282.0,329.0,1374.5,62106.0,21974.0
2021-07-12,1412.5,185.0,105.0,1395.0,59967.0,26870.0
2021-07-13,1438.0,24.0,172.0,1407.25,57214.0,32508.0
2021-07-14,,,29.0,1453.0,52512.0,36423.0
2021-07-15,1444.0,50512.0,30128.0,1382.0,39080.0,20699.0
2021-07-16,1440.0,50787.0,31628.0,1396.25,40482.0,19555.0
2021-07-19,1429.0,51778.0,24475.0,1382.0,40292.0,14626.0
2021-07-20,1446.0,45661.0,33664.0,1396.0,43278.0,18663.0
2021-07-21,1435.0,43654.0,21426.0,1389.0,43649.0,15092.0
2021-07-22,1416.0,41030.0,30714.0,1350.75,43131.0,23583.0
2021-07-23,1395.0,33701.0,23499.0,1352.0,42487.0,16471.0
2021-07-26,1403.75,28624.0,25875.0,1364.5,41874.0,16569.0
2021-07-27,1423.0,24074.0,22129.0,1367.25,41683.0,20185.0
2021-07-28,1420.0,17882.0,21549.0,1369.0,43083.0,19531.0
2021-07-29,1428.5,7920.0,17953.0,1375.25,44654.0,17419.0
2021-07-30,1409.25,6335.0,2967.0,1352.0,44854.0,16017.0
2021-08-02,1398.0,5518.0,1153.0,1352.25,44893.0,11372.0
2021-08-03,1381.75,3954.0,2286.0,1324.0,42979.0,23947.0
2021-08-04,1398.0,2286.0,2841.0,1329.25,42511.0,16795.0
2021-08-05,1381.75,1721.0,1246.0,1335.75,41360.0,13114.0
2021-08-06,1410.5,1244.0,957.0,1343.75,41848.0,13011.0
2021-08-09,1430.0,922.0,446.0,1338.5,40439.0,12251.0
2021-08-10,1445.25,334.0,812.0,1347.75,40341.0,14056.0
2021-08-11,1388.0,73.0,285.0,1346.75,38212.0,18931.0
2021-08-12,1370.0,36.0,37.0,1340.75,36356.0,21963.0
2021-08-13,,,43.0,1361.75,35024.0,20560.0
2021-08-16,1375.0,34147.0,13440.0,1368.0,371774.0,75607.0
2021-08-17,1364.75,33982.0,12021.0,1361.5,370274.0,86757.0
2021-08-18,1355.5,33191.0,10179.0,1351.0,373347.0,66371.0
2021-08-19,1319.0,32856.0,17626.0,1321.0,376325.0,109711.0
2021-08-20,1280.0,34133.0,18268.0,1292.5,377331.0,118551.0
2021-08-23,1292.25,31350.0,13922.0,1299.0,375261.0,91589.0
2021-08-24,1337.0,26894.0,25598.0,1331.75,376463.0,120283.0
2021-08-25,1340.0,22738.0,24442.0,1331.75,374897.0,91317.0
2021-08-26,1354.5,18450.0,23771.0,1324.5,372561.0,77535.0
2021-08-27,1341.5,8596.0,16506.0,1318.5,373014.0,75646.0
2021-08-30,1260.0,1322.0,7248.0,1303.0,373598.0,102394.0
2021-08-31,1260.0,918.0,1682.0,1292.5,375261.0,111697.0
2021-09-01,1260.0,430.0,663.0,1275.0,375798.0,111522.0
2021-09-02,1260.0,232.0,354.0,1281.75,368070.0,93827.0
2021-09-03,1260.0,196.0,62.0,1295.0,361928.0,73697.0
2021-09-07,1260.0,186.0,31.0,1278.0,357381.0,73517.0
2021-09-08,1260.0,157.0,30.0,1279.0,355388.0,88642.0
2021-09-09,,96.0,175.0,1270.0,350919.0,84691.0
2021-09-10,,61.0,49.0,1281.0,345844.0,139989.0
2021-09-13,,48.0,22.0,1284.75,338221.0,67956.0
2021-09-14,,1.0,48.0,1281.75,332888.0,72169.0
2021-09-15,1296.75,333358.0,91389.0,1297.5,94906.0,26380.0
2021-09-16,1295.5,328587.0,75853.0,1304.5,96978.0,22434.0
2021-09-17,1284.0,325065.0,72388.0,1294.0,99649.0,21742.0
2021-09-20,1262.0,324452.0,94112.0,1271.25,100953.0,25308.0
2021-09-21,1272.0,322276.0,78941.0,1278.5,102568.0,21709.0
2021-09-22,1281.25,321772.0,75666.0,1291.0,104918.0,17218.0
2021-09-23,1283.25,321175.0,70612.0,1288.0,108895.0,23358.0
2021-09-24,1284.25,325109.0,64911.0,1291.75,111084.0,19547.0
2021-09-27,1286.75,329484.0,96607.0,1295.25,114019.0,29974.0
2021-09-28,1276.0,327477.0,88017.0,1285.75,116738.0,25099.0
2021-09-29,1283.0,327527.0,91807.0,1293.25,117516.0,22001.0
2021-09-30,1255.75,324251.0,202394.0,1267.0,122212.0,63540.0
2021-10-01,1245.0,321129.0,117447.0,1255.0,127977.0,42014.0
2021-10-04,1232.25,318862.0,111356.0,1245.0,133892.0,42979.0
2021-10-05,1249.5,316600.0,119391.0,1255.5,137322.0,44297.0
2021-10-06,1240.0,311566.0,83888.0,1252.0,143591.0,31521.0
2021-10-07,1245.0,300179.0,120772.0,1258.25,153309.0,69219.0
2021-10-08,1242.0,290755.0,143586.0,1254.25,160244.0,75695.0
2021-10-11,1226.0,283525.0,112209.0,1237.75,173605.0,58966.0
2021-10-12,1198.25,285327.0,183780.0,1208.25,189048.0,90880.0
2021-10-13,1194.0,272743.0,186725.0,1206.75,198192.0,116240.0
2021-10-14,1205.25,259022.0,127035.0,1210.0,200352.0,76473.0
2021-10-15,1216.75,255687.0,111808.0,1226.0,207499.0,69986.0
2021-10-18,1222.0,249722.0,99058.0,1227.5,214043.0,49531.0
2021-10-19,1228.5,231299.0,139462.0,1236.0,217446.0,88095.0
2021-10-20,1242.0,218568.0,134395.0,1253.75,224895.0,73665.0
2021-10-21,1222.0,210136.0,105786.0,1230.75,235833.0,63993.0
2021-10-22,1219.0,126148.0,176315.0,1226.0,240469.0,76621.0
2021-10-25,1236.0,92524.0,137468.0,1242.0,247998.0,99035.0
2021-10-26,1236.75,72133.0,94349.0,1244.5,253112.0,86774.0
2021-10-27,1238.0,38166.0,122469.0,1248.0,260762.0,167187.0
2021-10-28,1235.0,8658.0,73201.0,1245.0,265872.0,131176.0
2021-10-29,1235.0,4355.0,10990.0,1248.0,265140.0,87766.0
2021-11-01,1230.5,2820.0,3899.0,1248.0,263771.0,85984.0
2021-11-02,1236.0,2048.0,2003.0,1253.5,265133.0,87428.0
2021-11-03,1220.0,1818.0,1263.0,1243.75,261440.0,78352.0
2021-11-04,1211.25,1697.0,2676.0,1223.0,262827.0,107991.0
2021-11-05,1190.0,1216.0,776.0,1204.0,264711.0,92046.0
2021-11-08,1175.5,932.0,596.0,1187.75,263749.0,108733.0
2021-11-09,1170.0,733.0,512.0,1212.0,261359.0,148532.0
2021-11-10,1200.0,515.0,825.0,1216.0,260248.0,89601.0
2021-11-11,1170.0,150.0,336.0,1221.5,256126.0,78391.0
2021-11-12,,32.0,62.0,1244.0,252275.0,104151.0
2021-11-15,1255.75,250944.0,94353.0,1259.0,169232.0,36677.0
2021-11-16,1250.0,250995.0,80591.0,1263.25,173043.0,32325.0
2021-11-17,1277.0,254194.0,146987.0,1288.0,177843.0,68463.0
2021-11-18,1264.0,250376.0,103205.0,1272.5,182368.0,53047.0
2021-11-19,1263.0,251732.0,78709.0,1276.75,188280.0,38418.0
2021-11-22,1274.0,250314.0,70634.0,1286.25,190712.0,28376.0
2021-11-23,1273.25,245461.0,65548.0,1280.75,193963.0,30430.0
2021-11-24,1265.75,240422.0,72906.0,1273.25,192276.0,30067.0
2021-11-26,1250.0,236347.0,88520.0,1257.0,189057.0,39386.0
2021-11-29,1234.75,231093.0,82284.0,1251.0,191350.0,36408.0
2021-11-30,1217.25,228347.0,132640.0,1224.0,189419.0,69779.0
2021-12-01,1225.0,225490.0,105476.0,1233.0,194716.0,60566.0
2021-12-02,1242.5,220589.0,94962.0,1247.5,197081.0,53695.0
2021-12-03,1265.0,218608.0,94245.0,1267.0,203391.0,54807.0
2021-12-06,1261.0,213373.0,75260.0,1265.25,207425.0,52035.0
2021-12-07,1250.0,198625.0,171655.0,1258.0,215053.0,133880.0
2021-12-08,1258.0,186458.0,122041.0,1267.0,223335.0,81296.0
2021-12-09,1264.25,171089.0,102868.0,1266.25,230126.0,81084.0
2021-12-10,1264.5,165695.0,112572.0,1272.25,236771.0,87900.0
2021-12-13,1243.5,152778.0,116561.0,1250.0,240767.0,78306.0
2021-12-14,1257.75,140090.0,102492.0,1260.25,243290.0,75910.0
2021-12-15,1260.0,129144.0,91939.0,1262.0,248052.0,74625.0
2021-12-16,1276.0,120328.0,115189.0,1275.0,255753.0,92487.0
2021-12-17,1282.0,100221.0,122742.0,1285.0,259290.0,103739.0
2021-12-20,1292.0,91476.0,83928.0,1294.75,268114.0,70137.0
2021-12-21,1307.75,79931.0,81517.0,1310.0,282737.0,100579.0
2021-12-22,1320.0,71439.0,68991.0,1333.0,290230.0,105913.0
2021-12-23,1331.0,51530.0,60005.0,1335.75,294262.0,90260.0
2021-12-27,1355.75,38887.0,54478.0,1370.5,303239.0,103758.0
2021-12-28,1354.0,28342.0,40328.0,1367.25,306941.0,107536.0
2021-12-29,1354.25,12770.0,51167.0,1365.5,311552.0,110446.0
2021-12-30,1319.0,3979.0,16224.0,1337.0,308835.0,102595.0
2021-12-31,1326.0,2844.0,2572.0,1337.75,308445.0,58165.0
2022-01-03,1331.0,1820.0,3434.0,1355.0,311812.0,90234.0
2022-01-04,1366.0,920.0,2450.0,1389.25,315354.0,122661.0
2022-01-05,1375.0,833.0,1101.0,1390.0,314826.0,96172.0
2022-01-06,1368.0,538.0,691.0,1386.75,309316.0,99489.0
2022-01-07,1388.5,333.0,254.0,1402.0,311883.0,129914.0
2022-01-10,1357.75,205.0,73.0,1383.75,304999.0,120554.0
2022-01-11,1357.75,108.0,57.0,1381.5,299820.0,97943.0
2022-01-12,1360.0,198.0,293.0,1398.5,297751.0,118595.0
2022-01-13,1340.0,163.0,415.0,1377.0,293310.0,109592.0
2022-01-14,,38.0,42.0,1369.0,290153.0,86045.0
2022-01-18,1361.0,285847.0,124254.0,1363.5,127644.0,35772.0
2022-01-19,1389.25,287497.0,107595.0,1397.0,130078.0,30942.0
2022-01-20,1421.0,290881.0,149817.0,1425.0,133637.0,48768.0
2022-01-21,1413.75,286331.0,104361.0,1415.0,135456.0,34276.0
2022-01-24,1401.5,282956.0,134866.0,1408.0,139175.0,41538.0
2022-01-25,1405.75,279888.0,107870.0,1413.25,143272.0,36180.0
2022-01-26,1434.0,272267.0,139954.0,1444.75,146991.0,50702.0
2022-01-27,1442.5,269813.0,143879.0,1444.75,150843.0,53477.0
2022-01-28,1465.0,269544.0,148673.0,1472.0,153355.0,79062.0
2022-01-31,1485.0,272604.0,111725.0,1487.0,155914.0,48133.0
2022-02-01,1528.0,274385.0,157814.0,1532.0,163227.0,80294.0
2022-02-02,1544.75,266086.0,175949.0,1548.0,169240.0,85944.0
2022-02-03,1543.0,261036.0,133829.0,1544.0,174426.0,60937.0
2022-02-04,1553.5,257768.0,116119.0,1556.75,182330.0,69923.0
2022-02-07,1577.25,244271.0,178009.0,1584.25,194105.0,99837.0
2022-02-08,1565.25,231508.0,176069.0,1565.0,204945.0,107484.0
2022-02-09,1592.0,220629.0,190630.0,1594.0,221190.0,119209.0
2022-02-10,1573.0,209733.0,255540.0,1575.0,236514.0,142970.0
2022-02-11,1586.0,192171.0,184659.0,1585.0,245184.0,114726.0
2022-02-14,1569.0,180109.0,125494.0,1569.5,252222.0,84618.0
2022-02-15,1549.0,168902.0,147743.0,1554.0,259074.0,101382.0
2022-02-16,1585.25,155684.0,100187.0,1590.0,258888.0,79385.0
2022-02-17,1590.25,133405.0,114032.0,1594.0,265593.0,86167.0
2022-02-18,1598.5,109006.0,107148.0,1597.0,278215.0,93752.0
2022-02-22,1635.0,74561.0,117091.0,1635.0,291404.0,154679.0
2022-02-23,1674.75,47658.0,98545.0,1661.75,307309.0,166301.0
2022-02-24,1661.5,20861.0,70087.0,1650.5,307833.0,234273.0
2022-02-25,1572.5,6817.0,26189.0,1580.0,302314.0,173833.0
2022-02-28,1628.0,4132.0,4729.0,1634.0,304117.0,122901.0
2022-03-01,1680.25,3394.0,1432.0,1686.0,304102.0,108758.0
2022-03-02,1665.0,2534.0,1342.0,1653.0,297828.0,111268.0
2022-03-03,1670.0,1704.0,1585.0,1667.75,301430.0,101002.0
2022-03-04,1656.0,1448.0,305.0,1650.0,297966.0,95910.0
2022-03-07,1667.0,1186.0,298.0,1660.0,296905.0,82378.0
2022-03-08,1686.0,993.0,243.0,1689.0,296823.0,110023.0
2022-03-09,1680.0,472.0,566.0,1672.25,292164.0,116468.0
2022-03-10,1696.0,330.0,223.0,1686.0,291933.0,104946.0
2022-03-11,1600.0,196.0,333.0,1675.0,281366.0,90790.0
2022-03-14,,71.0,48.0,1678.0,283145.0,73458.0
2022-03-15,1656.0,282448.0,70449.0,1628.25,164431.0,27205.0
2022-03-16,1649.75,281249.0,65232.0,1622.0,164544.0,26542.0
2022-03-17,1668.25,284453.0,74317.0,1638.25,165633.0,28153.0
2022-03-18,1665.5,279597.0,67110.0,1632.0,169030.0,32132.0
2022-03-21,1692.25,280274.0,82394.0,1673.0,168587.0,33887.0
2022-03-22,1696.0,278073.0,80750.0,1682.75,172369.0,40231.0
2022-03-23,1720.0,278677.0,75495.0,1701.5,175239.0,36274.0
2022-03-24,1700.25,275474.0,72414.0,1677.0,178530.0,43423.0
2022-03-25,1717.0,272177.0,64501.0,1689.0,181670.0,28488.0
2022-03-28,1662.0,268430.0,76627.0,1643.0,184493.0,39448.0
2022-03-29,1643.0,265579.0,107185.0,1620.0,184137.0,42177.0
2022-03-30,1662.0,259419.0,67718.0,1650.0,184230.0,34305.0
2022-03-31,1628.5,261838.0,96368.0,1598.0,187225.0,59928.0
2022-04-01,1586.0,253261.0,102861.0,1565.0,189736.0,58822.0
2022-04-04,1603.25,247296.0,71525.0,1586.0,193183.0,42435.0
2022-04-05,1627.5,243007.0,66277.0,1611.0,194822.0,36991.0
2022-04-06,1618.5,235928.0,75082.0,1603.0,199633.0,44390.0
2022-04-07,1642.75,225509.0,114549.0,1625.25,205901.0,79385.0
2022-04-08,1680.5,215116.0,116406.0,1656.0,214759.0,89195.0
2022-04-11,1658.0,198092.0,113893.0,1638.0,228736.0,88914.0
2022-04-12,1665.75,174968.0,104828.0,1657.0,239974.0,90606.0
2022-04-13,1671.25,152996.0,117939.0,1665.0,254783.0,102774.0
2022-04-14,1679.5,142779.0,78738.0,1664.0,262978.0,76410.0
2022-04-18,1715.0,134601.0,83054.0,1691.0,274605.0,72236.0
2022-04-19,1714.0,130182.0,71593.0,1685.25,281257.0,80905.0
2022-04-20,1738.0,125777.0,89812.0,1716.0,290020.0,89889.0
2022-04-21,1747.0,106163.0,86056.0,1718.0,299841.0,98298.0
2022-04-22,1715.0,79267.0,85149.0,1684.25,302707.0,109862.0
2022-04-25,1700.0,60142.0,76951.0,1672.75,309999.0,106284.0
2022-04-26,1705.0,41219.0,59609.0,1671.0,316081.0,106782.0
2022-04-27,1735.0,18723.0,49610.0,1692.75,318900.0,119531.0
2022-04-28,1704.25,5548.0,26981.0,1684.5,323333.0,74500.0
2022-04-29,1704.25,3870.0,3083.0,1685.0,322128.0,72602.0
2022-05-02,1662.0,2965.0,1445.0,1645.0,322789.0,98828.0
2022-05-03,1655.0,2356.0,706.0,1630.75,321713.0,77552.0
2022-05-04,1654.0,1866.0,869.0,1640.0,321844.0,75744.0
2022-05-05,1671.0,1314.0,843.0,1649.5,322216.0,81208.0
2022-05-06,1652.5,979.0,352.0,1624.75,318462.0,74867.0
2022-05-09,1612.0,689.0,309.0,1585.25,313943.0,96276.0
2022-05-10,1621.5,318.0,395.0,1593.75,313102.0,71400.0
2022-05-11,1641.5,71.0,319.0,1606.0,309856.0,73046.0
2022-05-12,1604.0,10.0,66.0,1614.25,304400.0,91722.0
2022-05-13,,,20.0,1639.0,302943.0,83090.0
2022-05-16,1653.0,304021.0,63372.0,1600.5,23126.0,5793.0
2022-05-17,1675.25,304971.0,76915.0,1620.0,23580.0,5831.0
2022-05-18,1661.25,307701.0,86177.0,1600.0,23749.0,10197.0
2022-05-19,1692.0,311292.0,102891.0,1627.0,23762.0,9480.0
2022-05-20,1704.25,305450.0,90964.0,1613.25,23810.0,10893.0
2022-05-23,1688.75,302685.0,87419.0,1610.25,24610.0,10280.0
2022-05-24,1688.0,298166.0,78583.0,1628.75,25326.0,10325.0
2022-05-25,1679.25,294854.0,82862.0,1614.5,26354.0,7979.0
2022-05-26,1724.75,296248.0,144069.0,1655.0,27932.0,16339.0
2022-05-27,1731.75,296223.0,93346.0,1649.5,29157.0,9489.0
2022-05-31,1685.0,281658.0,147012.0,1613.0,29925.0,12945.0
2022-06-01,1687.0,275260.0,104722.0,1612.5,30562.0,10877.0
2022-06-02,1728.75,275089.0,111106.0,1646.0,31989.0,12109.0
2022-06-03,1697.0,265589.0,86973.0,1630.0,33314.0,13461.0
2022-06-06,1699.5,258491.0,82275.0,1630.0,33413.0,8929.0
2022-06-07,1728.25,246349.0,147738.0,1648.25,34377.0,20323.0
2022-06-08,1741.0,238221.0,138385.0,1660.75,35803.0,24095.0
2022-06-09,1767.5,228998.0,172229.0,1679.5,39938.0,31461.0
2022-06-10,1744.0,200877.0,140826.0,1655.0,42028.0,24285.0
2022-06-13,1708.75,185311.0,125077.0,1620.0,43024.0,16644.0
