date,w1_bid,w1_oi,w1_vol,w2_bid,w2_oi,w2_vol
2021-02-12,637.0,75309.0,64747.0,640.0,146664.0,57224.0
2021-02-16,659.5,68007.0,50195.0,659.25,157291.0,57494.0
2021-02-17,643.25,61308.0,35182.0,643.25,162290.0,64130.0
2021-02-18,664.25,49961.0,56681.0,667.0,173144.0,86249.0
2021-02-19,652.75,38142.0,51919.0,653.75,175235.0,74079.0
2021-02-22,663.5,28169.0,26456.0,673.0,181779.0,54685.0
2021-02-23,666.0,19607.0,24552.0,671.5,186848.0,52734.0
2021-02-24,676.0,10477.0,23402.0,684.0,191610.0,72148.0
2021-02-25,649.0,2443.0,13332.0,675.25,192321.0,64118.0
2021-02-26,649.0,1570.0,1445.0,660.0,190172.0,56704.0
2021-03-01,640.0,1263.0,389.0,650.5,187676.0,49408.0
2021-03-02,640.0,1139.0,241.0,666.25,190902.0,61521.0
2021-03-03,640.0,1092.0,183.0,654.75,188381.0,45101.0
2021-03-04,640.0,780.0,576.0,651.5,185189.0,52487.0
2021-03-05,640.0,507.0,401.0,654.75,182791.0,41924.0
2021-03-08,645.0,167.0,351.0,646.75,182274.0,60979.0
2021-03-09,645.0,154.0,13.0,656.25,178215.0,61549.0
2021-03-10,643.5,33.0,130.0,651.0,179171.0,45997.0
2021-03-11,622.25,15.0,32.0,643.5,179209.0,50095.0
2021-03-12,,7.0,9.0,638.0,177857.0,34909.0
2021-03-15,643.5,176705.0,40093.0,630.75,114742.0,14515.0
2021-03-16,646.75,177165.0,51099.0,631.0,115034.0,22378.0
2021-03-17,639.0,176315.0,36147.0,629.0,115402.0,17342.0
2021-03-18,629.75,177541.0,47127.0,620.0,115598.0,16521.0
2021-03-19,627.0,178326.0,51669.0,618.0,117441.0,21785.0
2021-03-22,628.75,175224.0,36124.0,616.0,118019.0,17781.0
2021-03-23,634.25,173764.0,68769.0,624.25,120222.0,32744.0
2021-03-24,625.25,175361.0,45577.0,617.25,121563.0,23856.0
2021-03-25,611.25,174431.0,60632.0,605.5,120992.0,32630.0
2021-03-26,613.75,167086.0,45616.0,608.0,120138.0,24491.0
2021-03-29,616.25,166384.0,38587.0,609.5,121882.0,20238.0
2021-03-30,601.25,165091.0,52667.0,598.0,124981.0,29723.0
2021-03-31,620.0,163304.0,90267.0,614.0,125255.0,55520.0
2021-04-01,611.0,162207.0,73406.0,605.0,127523.0,53106.0
2021-04-02,611.0,162072.0,,605.0,127522.0,
2021-04-05,618.0,158408.0,52004.0,612.75,125655.0,33701.0
2021-04-06,615.75,152819.0,58043.0,611.25,126838.0,33948.0
2021-04-07,616.25,147017.0,73524.0,616.0,136617.0,54230.0
2021-04-08,629.0,139271.0,87000.0,630.5,152969.0,79365.0
2021-04-09,639.25,119929.0,113072.0,634.75,164270.0,103983.0
2021-04-12,628.5,108239.0,101809.0,629.5,176782.0,95394.0
2021-04-13,630.5,99049.0,78362.0,631.5,190869.0,76908.0
2021-04-14,647.0,79638.0,117768.0,649.5,204389.0,121567.0
2021-04-15,652.25,68942.0,61426.0,652.0,210755.0,74843.0
2021-04-16,652.25,65728.0,36533.0,650.25,216120.0,52277.0
2021-04-19,652.0,59355.0,28587.0,652.75,218766.0,48272.0
2021-04-20,658.75,53295.0,43162.0,662.0,224946.0,86077.0
2021-04-21,673.25,48529.0,30045.0,675.0,228818.0,76254.0
2021-04-22,710.0,43041.0,45267.0,709.75,231871.0,130978.0
2021-04-23,710.0,34178.0,29087.0,710.5,233174.0,94919.0
2021-04-26,737.25,19320.0,34378.0,736.75,235874.0,116214.0
2021-04-27,734.0,14694.0,16104.0,730.25,233857.0,125982.0
2021-04-28,713.5,8421.0,12763.0,719.25,234903.0,102593.0
2021-04-29,691.0,1903.0,9415.0,728.75,235212.0,78280.0
2021-04-30,709.0,1575.0,406.0,734.25,236688.0,64385.0
2021-05-03,681.0,1036.0,407.0,720.25,235249.0,85140.0
2021-05-04,681.0,708.0,300.0,725.25,231165.0,62927.0
2021-05-05,650.0,400.0,495.0,744.0,232772.0,55506.0
2021-05-06,650.0,385.0,16.0,754.75,234053.0,70253.0
2021-05-07,772.0,361.0,25.0,762.5,233032.0,62876.0
2021-05-10,650.0,182.0,227.0,728.25,229560.0,76543.0
2021-05-11,607.0,129.0,55.0,743.5,227488.0,64307.0
2021-05-12,607.0,93.0,77.0,734.5,224165.0,59467.0
2021-05-13,588.75,73.0,59.0,705.0,219923.0,89480.0
2021-05-14,,,40.0,707.5,219871.0,79497.0
2021-05-17,701.5,219571.0,53086.0,695.0,78718.0,13483.0
2021-05-18,697.5,218787.0,61420.0,695.75,81781.0,21509.0
2021-05-19,682.5,214386.0,77673.0,679.0,83006.0,25813.0
2021-05-20,676.0,213248.0,55313.0,681.0,85628.0,16639.0
2021-05-21,673.0,213489.0,57455.0,668.0,88888.0,21247.0
2021-05-24,662.25,210893.0,57246.0,664.0,89346.0,20710.0
2021-05-25,656.5,207164.0,64769.0,650.0,90024.0,24273.0
2021-05-26,648.75,204859.0,59945.0,650.0,90727.0,21156.0
2021-05-27,674.25,198203.0,65470.0,668.0,93115.0,21990.0
2021-05-28,663.75,194069.0,56121.0,665.25,94545.0,20909.0
2021-06-01,691.0,189453.0,75697.0,682.0,97523.0,31925.0
2021-06-02,686.5,182144.0,65956.0,685.0,102562.0,26659.0
2021-06-03,676.25,176957.0,60414.0,681.0,107094.0,29302.0
2021-06-04,684.5,172659.0,55839.0,684.5,110238.0,27235.0
2021-06-07,680.0,157204.0,103023.0,686.0,121631.0,64815.0
2021-06-08,686.0,143420.0,91988.0,690.0,134402.0,62834.0
2021-06-09,680.5,133834.0,91316.0,685.0,146504.0,65949.0
2021-06-10,682.25,120174.0,103902.0,686.25,158273.0,82800.0
2021-06-11,679.5,113794.0,80622.0,680.0,171379.0,62407.0
2021-06-14,674.0,107751.0,67693.0,674.0,172122.0,45588.0
2021-06-15,661.5,103244.0,68469.0,666.0,174529.0,48421.0
2021-06-16,664.0,92988.0,61563.0,663.0,174600.0,53265.0
2021-06-17,640.0,79569.0,68262.0,640.0,177404.0,63404.0
2021-06-18,661.5,73296.0,53571.0,663.5,179959.0,57114.0
2021-06-21,661.75,65586.0,38192.0,662.25,178683.0,55902.0
2021-06-22,651.5,59819.0,35940.0,655.0,177509.0,62074.0
2021-06-23,661.75,49474.0,40594.0,662.75,178524.0,63510.0
2021-06-24,650.0,38808.0,29170.0,651.0,180950.0,68728.0
2021-06-25,634.25,21189.0,38795.0,637.0,188044.0,63546.0
2021-06-28,643.5,9821.0,29182.0,649.0,193073.0,71119.0
2021-06-29,630.0,2148.0,13015.0,645.25,191818.0,71715.0
2021-06-30,656.0,1113.0,1833.0,679.0,192090.0,88625.0
2021-07-01,656.0,670.0,558.0,665.25,183727.0,84152.0
2021-07-02,635.0,400.0,401.0,651.25,181944.0,61108.0
2021-07-06,601.0,332.0,93.0,623.25,175958.0,91321.0
2021-07-07,601.0,235.0,173.0,622.75,176965.0,53500.0
2021-07-08,601.0,149.0,101.0,618.5,175303.0,51151.0
2021-07-09,597.0,83.0,104.0,615.0,173214.0,50725.0
2021-07-12,,70.0,30.0,639.75,171111.0,81513.0
2021-07-13,,41.0,56.0,634.5,166893.0,68198.0
2021-07-14,,1.0,34.0,654.0,164382.0,60001.0
2021-07-15,671.75,161661.0,56836.0,674.0,102794.0,26874.0
2021-07-16,692.5,161821.0,75887.0,699.75,105343.0,45103.0
2021-07-19,698.0,160419.0,74215.0,703.25,105494.0,45594.0
2021-07-20,701.0,158967.0,64013.0,708.75,108161.0,36754.0
2021-07-21,710.5,156564.0,52745.0,716.0,110409.0,25777.0
2021-07-22,691.5,156032.0,63077.0,694.0,112780.0,37986.0
2021-07-23,679.5,154989.0,42541.0,685.0,114708.0,23348.0
2021-07-26,676.25,152650.0,43684.0,684.0,116260.0,24109.0
2021-07-27,673.5,150414.0,50027.0,682.0,117654.0,27033.0
2021-07-28,690.0,147616.0,49232.0,696.25,121367.0,29210.0
2021-07-29,704.75,148031.0,45524.0,713.0,124353.0,27344.0
2021-07-30,703.25,147888.0,53644.0,710.0,130006.0,38750.0
2021-08-02,729.25,150436.0,62786.0,736.25,131741.0,37066.0
2021-08-03,724.0,150583.0,73891.0,731.75,134939.0,50255.0
2021-08-04,717.0,145596.0,75455.0,724.25,135646.0,55179.0
2021-08-05,713.0,145252.0,62604.0,722.0,134759.0,49602.0
2021-08-06,719.5,137849.0,85120.0,730.0,142061.0,72422.0
2021-08-09,711.0,127138.0,84297.0,725.0,151358.0,71676.0
2021-08-10,727.0,116616.0,85502.0,735.0,161772.0,72954.0
2021-08-11,724.25,102867.0,98740.0,734.0,169479.0,80346.0
2021-08-12,750.75,90461.0,109432.0,761.75,183485.0,85084.0
2021-08-13,761.75,83970.0,87099.0,774.0,188381.0,71060.0
2021-08-16,760.5,80487.0,62047.0,775.0,193599.0,58390.0
2021-08-17,734.0,67603.0,63610.0,746.0,195850.0,77753.0
2021-08-18,735.75,62221.0,33614.0,744.0,200317.0,50233.0
2021-08-19,728.0,60193.0,37059.0,741.5,205150.0,55858.0
2021-08-20,714.5,53881.0,37208.0,728.5,205484.0,60347.0
2021-08-23,721.0,48736.0,21092.0,736.75,209623.0,44836.0
2021-08-24,718.0,42175.0,28503.0,733.5,212827.0,58664.0
2021-08-25,712.25,36728.0,21990.0,724.0,216156.0,60002.0
2021-08-26,726.25,34345.0,17849.0,738.25,217209.0,55074.0
2021-08-27,708.0,13085.0,24916.0,731.25,220644.0,64085.0
2021-08-30,718.0,3010.0,18316.0,723.75,224247.0,63754.0
2021-08-31,694.0,1974.0,1667.0,723.75,223150.0,103560.0
2021-09-01,694.0,1304.0,546.0,713.75,224272.0,67830.0
2021-09-02,700.0,833.0,369.0,716.75,219998.0,57676.0
2021-09-03,700.0,483.0,433.0,727.0,216987.0,55831.0
2021-09-07,704.5,225.0,169.0,720.0,218335.0,53990.0
2021-09-08,695.0,150.0,58.0,710.0,217607.0,47143.0
2021-09-09,677.0,91.0,113.0,693.25,216397.0,67217.0
2021-09-10,650.0,70.0,72.0,688.5,214328.0,69464.0
2021-09-13,650.0,8.0,8.0,686.25,209304.0,43600.0
2021-09-14,,3.0,3.0,700.0,205574.0,55986.0
2021-09-15,711.5,203964.0,51075.0,719.75,71606.0,20283.0
2021-09-16,713.0,200049.0,40246.0,716.0,72254.0,11874.0
2021-09-17,707.5,197923.0,33375.0,716.0,72808.0,8057.0
2021-09-20,699.75,196247.0,37449.0,710.0,72751.0,8764.0
2021-09-21,690.0,197166.0,43195.0,697.0,72469.0,9409.0
2021-09-22,706.25,196689.0,37475.0,714.0,72643.0,12029.0
2021-09-23,718.5,199915.0,46804.0,726.0,72979.0,10945.0
2021-09-24,723.0,193257.0,47318.0,733.0,73901.0,14684.0
2021-09-27,723.0,193978.0,32063.0,726.0,74951.0,9764.0
2021-09-28,708.25,193676.0,54403.0,718.0,76247.0,15356.0
2021-09-29,711.25,192966.0,38927.0,720.5,76979.0,15348.0
2021-09-30,725.75,188968.0,71326.0,730.0,77196.0,20793.0
2021-10-01,757.5,193078.0,85696.0,745.25,78900.0,25470.0
2021-10-04,756.25,194306.0,54746.0,762.0,79929.0,19288.0
2021-10-05,744.75,193595.0,49150.0,756.0,82456.0,15158.0
2021-10-06,744.0,193548.0,44642.0,757.25,85020.0,13737.0
2021-10-07,741.0,193805.0,42606.0,752.25,87891.0,16305.0
2021-10-08,732.5,193720.0,47836.0,736.0,90247.0,20275.0
2021-10-11,731.75,193056.0,32210.0,740.0,91919.0,11826.0
2021-10-12,735.75,191148.0,57859.0,745.0,93725.0,19056.0
2021-10-13,718.0,196236.0,57903.0,731.75,95588.0,19476.0
2021-10-14,724.75,196229.0,39585.0,725.0,95761.0,15523.0
2021-10-15,733.25,195055.0,40534.0,743.25,96269.0,15113.0
2021-10-18,735.5,195117.0,31460.0,744.0,96245.0,13747.0
2021-10-19,737.75,194315.0,37740.0,744.0,96877.0,15078.0
2021-10-20,749.25,193488.0,35078.0,758.0,97232.0,15579.0
2021-10-21,741.0,194249.0,33633.0,750.0,97621.0,12283.0
2021-10-22,757.5,191196.0,52332.0,755.0,99257.0,16867.0
2021-10-25,760.5,192743.0,42579.0,763.0,100596.0,18443.0
2021-10-26,750.5,192548.0,53537.0,762.25,103275.0,22299.0
2021-10-27,759.5,188937.0,49839.0,757.5,105138.0,21603.0
2021-10-28,773.25,185690.0,57331.0,788.75,106913.0,20535.0
2021-10-29,773.0,184635.0,48726.0,777.0,108764.0,24063.0
2021-11-01,798.0,182204.0,73027.0,805.0,112827.0,31299.0
2021-11-02,789.5,177197.0,65894.0,800.0,111967.0,30159.0
2021-11-03,781.5,174035.0,53180.0,790.0,111629.0,23953.0
2021-11-04,774.5,169115.0,51270.0,784.25,114974.0,27228.0
2021-11-05,766.75,159612.0,83637.0,778.5,123671.0,61880.0
2021-11-08,768.0,142014.0,75813.0,781.25,133248.0,59975.0
2021-11-09,782.0,129701.0,81300.0,796.0,145854.0,63571.0
2021-11-10,803.0,123034.0,85821.0,814.0,154892.0,64086.0
2021-11-11,813.25,114049.0,107495.0,818.0,162769.0,81407.0
2021-11-12,817.5,107366.0,63147.0,824.0,169114.0,44491.0
2021-11-15,826.75,101373.0,57377.0,830.0,169349.0,44783.0
2021-11-16,810.5,91577.0,58357.0,819.5,175718.0,59420.0
2021-11-17,823.5,84564.0,63821.0,834.75,180066.0,62894.0
2021-11-18,820.25,73152.0,63590.0,830.0,184248.0,71044.0
2021-11-19,821.25,66478.0,42696.0,828.0,185964.0,54368.0
2021-11-22,846.5,60387.0,40429.0,854.75,188681.0,59625.0
2021-11-23,855.75,55099.0,29297.0,867.0,192612.0,50430.0
2021-11-24,835.0,47378.0,46267.0,851.5,194968.0,80016.0
2021-11-26,815.0,13571.0,29473.0,844.5,194977.0,49446.0
2021-11-29,800.5,3568.0,20037.0,822.5,197004.0,69517.0
2021-11-30,762.0,2027.0,2662.0,789.0,191104.0,87308.0
2021-12-01,770.0,794.0,484.0,789.75,188144.0,55934.0
2021-12-02,745.0,438.0,192.0,816.25,182599.0,67349.0
2021-12-03,742.0,393.0,102.0,804.75,183444.0,58612.0
2021-12-06,742.0,258.0,66.0,807.75,181939.0,41088.0
2021-12-07,796.0,191.0,74.0,809.25,182857.0,35269.0
2021-12-08,742.0,178.0,42.0,794.5,185023.0,38721.0
2021-12-09,742.0,99.0,64.0,777.5,183625.0,63021.0
2021-12-10,742.0,69.0,30.0,784.5,183122.0,36952.0
2021-12-13,742.0,39.0,69.0,788.25,181911.0,39616.0
2021-12-14,,,,786.75,183147.0,34152.0
2021-12-15,755.5,183953.0,77464.0,762.0,44405.0,18133.0
2021-12-16,768.5,179516.0,50771.0,773.25,44063.0,12813.0
2021-12-17,775.0,176018.0,38053.0,770.25,43702.0,11353.0
2021-12-20,778.25,175033.0,38677.0,770.0,44223.0,11679.0
2021-12-21,796.5,175399.0,46149.0,794.25,44798.0,13878.0
2021-12-22,813.5,176488.0,48743.0,814.25,45706.0,11276.0
2021-12-23,815.75,174484.0,36615.0,808.0,46218.0,9183.0
2021-12-27,805.75,173935.0,30210.0,808.0,46737.0,8908.0
2021-12-28,783.75,172969.0,41877.0,783.75,47332.0,12080.0
2021-12-29,789.5,170376.0,40941.0,779.0,46962.0,11064.0
2021-12-30,780.0,170011.0,29563.0,779.0,47645.0,9008.0
2021-12-31,770.75,170343.0,25055.0,769.0,47566.0,9257.0
2022-01-03,757.75,172499.0,42116.0,762.0,47475.0,9052.0
2022-01-04,769.25,172462.0,43220.0,760.0,49106.0,13490.0
2022-01-05,760.75,173251.0,40236.0,758.25,49207.0,11027.0
2022-01-06,746.25,179783.0,64426.0,748.0,49987.0,16682.0
2022-01-07,760.5,177196.0,58463.0,744.0,51458.0,21209.0
2022-01-10,761.5,173719.0,46681.0,760.0,52816.0,16715.0
2022-01-11,768.25,172462.0,43837.0,764.0,52800.0,14746.0
2022-01-12,757.75,170425.0,51640.0,756.5,53871.0,18990.0
2022-01-13,745.25,173988.0,49455.0,742.5,54929.0,18439.0
2022-01-14,742.0,173731.0,44592.0,745.25,54555.0,19061.0
2022-01-18,771.0,174163.0,70559.0,765.0,57108.0,25898.0
2022-01-19,795.5,171681.0,68427.0,791.0,59125.0,27617.0
2022-01-20,790.0,172183.0,58576.0,788.0,59215.0,20486.0
2022-01-21,778.0,166535.0,47700.0,782.5,59504.0,15794.0
2022-01-24,801.25,162517.0,58617.0,794.0,58982.0,19464.0
2022-01-25,817.0,164069.0,76139.0,818.25,63248.0,27608.0
2022-01-26,792.25,164960.0,73390.0,791.0,65519.0,27610.0
2022-01-27,777.0,164091.0,60147.0,779.75,64472.0,16604.0
2022-01-28,787.25,162323.0,49080.0,791.0,66269.0,14866.0
2022-01-31,760.75,159894.0,71473.0,765.75,66389.0,20407.0
2022-02-01,769.25,156987.0,52159.0,768.25,68084.0,19752.0
2022-02-02,755.0,154291.0,67578.0,761.0,71617.0,25145.0
2022-02-03,753.5,151406.0,52592.0,759.75,72978.0,25700.0
2022-02-04,765.25,146331.0,50585.0,771.25,78390.0,31244.0
2022-02-07,770.75,132874.0,81449.0,776.0,87647.0,60087.0
2022-02-08,778.75,118491.0,99517.0,783.5,96397.0,71102.0
2022-02-09,784.5,108430.0,100108.0,788.5,110293.0,76934.0
2022-02-10,771.0,96164.0,95102.0,778.25,124213.0,66745.0
2022-02-11,796.0,82082.0,101599.0,798.0,137710.0,71536.0
2022-02-14,800.25,77622.0,69676.0,808.0,143714.0,52492.0
2022-02-15,777.25,71359.0,55714.0,781.0,147941.0,47667.0
2022-02-16,778.5,66387.0,33006.0,786.0,151376.0,35893.0
2022-02-17,796.25,59534.0,47683.0,801.75,154039.0,55019.0
2022-02-18,794.5,43753.0,43499.0,797.25,158609.0,55415.0
2022-02-22,839.25,24989.0,47217.0,848.25,166124.0,101329.0
2022-02-23,873.75,15373.0,28032.0,885.25,171454.0,98777.0
2022-02-24,880.0,5650.0,26655.0,922.5,169393.0,112029.0
2022-02-25,775.0,1008.0,8868.0,859.75,164696.0,108712.0
2022-02-28,775.0,699.0,1092.0,934.5,165555.0,107828.0
2022-03-01,746.75,466.0,507.0,984.0,164343.0,51215.0
2022-03-02,746.75,396.0,458.0,1059.0,157567.0,103797.0
2022-03-03,1111.25,293.0,374.0,1134.0,154338.0,88004.0
2022-03-04,1207.25,208.0,147.0,1209.0,151385.0,35941.0
2022-03-07,746.75,101.0,79.0,1294.0,146924.0,39528.0
2022-03-08,746.0,65.0,29.0,1250.0,143339.0,133198.0
2022-03-09,746.0,45.0,5.0,1200.0,143813.0,55905.0
2022-03-10,746.0,6.0,6.0,1078.0,138399.0,73591.0
2022-03-11,746.0,5.0,10.0,1107.0,133512.0,48921.0
2022-03-14,,15.0,15.0,1090.25,132584.0,38656.0
2022-03-15,1155.0,132069.0,30964.0,1127.0,95596.0,25104.0
2022-03-16,1070.0,129211.0,37914.0,1043.0,96660.0,28632.0
2022-03-17,1092.0,129623.0,31158.0,1066.0,97312.0,24481.0
2022-03-18,1058.0,128673.0,19393.0,1036.0,97621.0,16618.0
2022-03-21,1120.0,130615.0,37035.0,1094.0,97793.0,27587.0
2022-03-22,1118.75,130265.0,29006.0,1109.25,99349.0,21914.0
2022-03-23,1106.0,130956.0,24464.0,1086.5,98411.0,17801.0
2022-03-24,1085.5,130726.0,22420.0,1068.0,98144.0,17783.0
2022-03-25,1085.0,127799.0,27912.0,1084.0,98163.0,19380.0
2022-03-28,1060.0,126535.0,26162.0,1037.75,99864.0,23745.0
2022-03-29,1010.25,124312.0,45986.0,983.0,100457.0,32890.0
2022-03-30,1029.5,123031.0,26336.0,1036.0,103492.0,25245.0
2022-03-31,1006.0,121869.0,36848.0,1000.0,104339.0,28550.0
2022-04-01,987.0,120038.0,33853.0,981.25,106992.0,26935.0
2022-04-04,1020.0,117145.0,26349.0,1005.75,110337.0,27425.0
2022-04-05,1036.0,114193.0,26923.0,1047.0,112111.0,29297.0
2022-04-06,1041.0,111115.0,27905.0,1035.0,115408.0,29708.0
2022-04-07,1014.0,97965.0,50501.0,1025.25,122564.0,51294.0
2022-04-08,1046.0,85110.0,47599.0,1053.25,132897.0,56103.0
2022-04-11,1079.0,68789.0,55247.0,1086.5,145174.0,74737.0
2022-04-12,1100.0,55331.0,50433.0,1101.0,153844.0,63990.0
2022-04-13,1115.0,44165.0,53460.0,1116.0,163288.0,77569.0
2022-04-14,1095.75,41144.0,20653.0,1101.5,165696.0,40270.0
2022-04-18,1117.5,37333.0,13169.0,1128.0,169129.0,36326.0
2022-04-19,1096.0,32310.0,18099.0,1108.5,170529.0,37432.0
2022-04-20,1085.75,29756.0,15110.0,1101.25,171076.0,39368.0
2022-04-21,1060.0,27260.0,11174.0,1076.25,172771.0,34511.0
2022-04-22,1056.25,17660.0,15258.0,1073.0,174632.0,33181.0
2022-04-25,1060.0,13140.0,12075.0,1072.5,175523.0,37728.0
2022-04-26,1065.0,9611.0,9543.0,1092.5,177357.0,34264.0
2022-04-27,1069.0,6254.0,7092.0,1091.0,179732.0,26721.0
2022-04-28,1071.5,1807.0,6965.0,1088.25,179341.0,28927.0
2022-04-29,1040.0,1758.0,577.0,1055.75,179240.0,38162.0
2022-05-02,1018.75,792.0,341.0,1050.0,177551.0,40743.0
2022-05-03,1018.75,561.0,177.0,1047.0,177503.0,31317.0
2022-05-04,1018.75,394.0,288.0,1077.0,176561.0,44200.0
2022-05-05,1008.0,407.0,184.0,1101.0,175570.0,47812.0
2022-05-06,1008.0,298.0,68.0,1103.5,170909.0,39579.0
2022-05-09,1008.0,318.0,92.0,1089.0,167399.0,37350.0
2022-05-10,1008.0,241.0,42.0,1094.25,164283.0,30020.0
2022-05-11,1008.0,167.0,53.0,1112.5,162314.0,34004.0
2022-05-12,950.0,27.0,157.0,1173.0,162546.0,55767.0
2022-05-13,,1.0,1.0,1179.0,162595.0,35248.0
2022-05-16,1247.5,162789.0,53773.0,1251.0,56734.0,29418.0
2022-05-17,1279.0,165820.0,73671.0,1263.0,59060.0,29879.0
2022-05-18,1231.0,164811.0,57090.0,1213.0,59604.0,19199.0
2022-05-19,1203.0,165139.0,54778.0,1193.0,60227.0,19256.0
2022-05-20,1171.75,162373.0,40065.0,1170.0,61091.0,13598.0
2022-05-23,1192.0,163968.0,38143.0,1198.0,60982.0,16382.0
2022-05-24,1155.75,159664.0,52749.0,1160.0,62649.0,22375.0
2022-05-25,1147.75,157903.0,51657.0,1145.0,63796.0,21375.0
2022-05-26,1141.25,157244.0,38507.0,1152.0,65400.0,14784.0
2022-05-27,1157.5,155827.0,25544.0,1166.25,66232.0,8384.0
2022-05-31,1087.5,153215.0,68159.0,1097.5,68658.0,34185.0
2022-06-01,1041.75,147634.0,81448.0,1042.5,71859.0,37376.0
2022-06-02,1061.5,140791.0,58137.0,1072.75,74587.0,30486.0
2022-06-03,1040.0,137598.0,40835.0,1046.5,77180.0,17958.0
2022-06-06,1098.75,130792.0,60711.0,1080.0,78735.0,30309.0
2022-06-07,1073.25,118995.0,84918.0,1075.0,87869.0,60043.0
2022-06-08,1074.25,105752.0,68009.0,1085.5,97890.0,50986.0
2022-06-09,1071.5,93618.0,70950.0,1077.5,105927.0,55224.0
2022-06-10,1071.25,80897.0,62709.0,1085.0,114719.0,49930.0
2022-06-13,1067.75,75077.0,62605.0,1075.5,124802.0,49270.0
2022-06-14,1054.25,70923.0,34011.0,1070.25,127312.0,29621.0
2022-06-15,1050.0,64820.0,32823.0,1063.0,128555.0,27856.0
2022-06-16,1078.0,57092.0,38169.0,1085.0,132153.0,31896.0
2022-06-17,1031.25,51002.0,42369.0,1044.25,132858.0,35631.0
2022-06-21,975.0,44796.0,54693.0,990.0,136466.0,57056.0
2022-06-22,972.0,41444.0,35050.0,989.0,137994.0,51781.0
2022-06-23,938.75,38858.0,32876.0,949.0,140194.0,46898.0
2022-06-24,924.0,26224.0,28752.0,936.0,141780.0,43179.0
2022-06-27,901.0,17134.0,26815.0,914.5,143578.0,48106.0
2022-06-28,901.0,8665.0,23635.0,934.0,143377.0,53518.0
2022-06-29,906.0,3682.0,12305.0,932.75,147220.0,50777.0
2022-06-30,852.0,1364.0,2286.0,888.75,144586.0,70148.0
2022-07-01,788.75,459.0,419.0,840.25,146752.0,54111.0
2022-07-05,,395.0,76.0,806.75,144599.0,55014.0
2022-07-06,,362.0,384.0,805.25,144741.0,57720.0
2022-07-07,,201.0,187.0,837.25,144020.0,49291.0
2022-07-08,,143.0,110.0,890.0,141363.0,51844.0
2022-07-11,,81.0,102.0,855.25,141282.0,51969.0
2022-07-12,777.5,85.0,70.0,814.0,139497.0,50490.0
