date,c1_bid,c1_oi,c1_vol,c2_bid,c2_oi,c2_vol,spread_c1_c2,spread_pct,d_c1_oi,d_c2_oi,roll_pressure,vol_ratio,oi_ratio,ret_1d,ret_5d,ret_21d
2021-01-15,530.25,763830.0,167504.0,533.0,375019.0,73837.0,-2.75,-0.005186232908995406,-18272.0,4632.0,-22904.0,2.2685645408128408,2.036776803308627,-0.0070224719101124045,0.06851385390428222,0.24838140082401416
2021-01-19,525.0,745487.0,188564.0,526.5,373260.0,83484.0,-1.5,-0.002857142857137415,-18343.0,-1759.0,-16584.0,2.2586842987877644,1.9972324920966567,-0.00990099009900991,0.06870229007633588,0.23167155425219943
2021-01-20,521.75,732214.0,217777.0,523.0,391405.0,89349.0,-1.25,-0.0023957834211741336,-13273.0,18145.0,-31418.0,2.4373747887497066,1.8707323616203118,-0.006190476190476191,0.008699855002416657,0.20775462962962954
2021-01-21,524.0,724336.0,169566.0,525.75,400999.0,68678.0,-1.75,-0.003339694656482176,-7878.0,9594.0,-17472.0,2.4690002620926284,1.8063286940865144,0.004312410158121782,0.002870813397129135,0.19977103606182034
2021-01-22,500.5,697248.0,289548.0,501.5,410286.0,98837.0,-1.0,-0.001998001997998006,-27088.0,9287.0,-36375.0,2.9295506743425745,1.6994194293736524,-0.04484732824427484,-0.06273408239700373,0.13749999999999996
2021-01-25,512.0,686154.0,264763.0,514.0,419073.0,100172.0,-2.0,-0.0039062499999923707,-11094.0,8787.0,-19881.0,2.6430838956993705,1.6373137854264015,0.022977022977022976,-0.03441772748703442,0.15575620767494347
2021-01-26,530.75,677404.0,232259.0,532.75,433377.0,112746.0,-2.0,-0.0037682524729085857,-8750.0,14304.0,-23054.0,2.060019867667127,1.5630824893799127,0.03662109375,0.010952380952381047,0.18736017897091717
2021-01-27,532.5,663403.0,223887.0,533.5,440299.0,95124.0,-1.0,-0.001877934272296943,-14001.0,6922.0,-20923.0,2.3536331525166903,1.50671021283264,0.0032972209138011355,0.02060373742213706,0.18201997780244183
2021-01-28,534.0,658302.0,252543.0,531.75,444723.0,130588.0,2.25,0.004213483146059525,-5101.0,4424.0,-9525.0,1.933891322326692,1.4802517522142964,0.0028169014084507005,0.01908396946564883,0.1697699890470974
2021-01-29,547.0,645329.0,279607.0,545.0,456798.0,148724.0,2.0,0.0036563071297922188,-12973.0,12075.0,-25048.0,1.8800395363223026,1.4127229103454888,0.02434456928838946,0.09290709290709298,0.17381974248927046
2021-02-01,549.75,629626.0,219066.0,548.25,461440.0,106627.0,1.5,0.002728512960431599,-15703.0,4642.0,-20345.0,2.054507770076978,1.364480755894588,0.005027422303473417,0.07373046875,0.15981012658227844
2021-02-02,543.0,613697.0,175739.0,541.5,465332.0,89263.0,1.5,0.002762430939221432,-15929.0,3892.0,-19821.0,1.9687776570359279,1.3188368734580873,-0.012278308321964526,0.023080546396608614,0.12190082644628109
2021-02-03,551.5,605755.0,210137.0,549.0,476007.0,110263.0,2.5,0.0045330915684414635,-7942.0,10675.0,-18617.0,1.9057798173457832,1.2725758234647784,0.015653775322283625,0.03568075117370895,0.13828689370485026
2021-02-04,549.0,592096.0,217079.0,547.5,482552.0,122103.0,1.5,0.0027322404371534935,-13659.0,6545.0,-20204.0,1.777835106426527,1.227009731593691,-0.004533091568449721,0.028089887640449396,0.11472081218274122
2021-02-05,548.0,553608.0,216445.0,546.0,503837.0,144686.0,2.0,0.0036496350364896906,-38488.0,21285.0,-59773.0,1.4959636730575074,1.098783932105024,-0.0018214936247723523,0.001828153564899404,0.1065118626956083
2021-02-08,564.5,516003.0,267647.0,561.75,527365.0,184673.0,2.75,0.004871567759070201,-37605.0,23528.0,-61133.0,1.4493022802466986,0.9784551496591525,0.030109489051094895,0.02683037744429284,0.1427125506072875
2021-02-09,555.5,461987.0,390741.0,557.0,569897.0,257642.0,-1.5,-0.002700270026997839,-54016.0,42532.0,-96548.0,1.5166044356122002,0.8106499946481542,-0.01594331266607618,0.023020257826887658,0.11939546599496231
2021-02-10,532.5,421496.0,285720.0,532.0,596856.0,187442.0,0.5,0.0009389671361484715,-40491.0,26959.0,-67450.0,1.5243115203636244,0.7061937887865738,-0.04140414041404139,-0.03445149592021757,0.08396946564885499
2021-02-11,540.0,387476.0,261046.0,538.0,629781.0,196468.0,2.0,0.003703703703696845,-34020.0,32925.0,-66945.0,1.3286947492721395,0.6152551442485552,0.014084507042253502,-0.016393442622950838,0.04398260028999523
2021-02-12,539.25,374745.0,117970.0,536.5,638460.0,76850.0,2.75,0.005099675475187576,-12731.0,8679.0,-21410.0,1.5350683148991342,0.5869514143407565,-0.001388888888888884,-0.015967153284671576,0.03205741626794256
2021-02-16,551.5,345313.0,146173.0,548.75,643785.0,93764.0,2.75,0.0049864007252856096,-29432.0,5325.0,-34757.0,1.5589458640842802,0.5363793813151898,0.022716736207695876,-0.023029229406554497,0.03277153558052426
2021-02-17,552.0,330757.0,121352.0,549.5,658602.0,91859.0,2.5,0.004528985507238173,-14556.0,14817.0,-29373.0,1.3210681588085944,0.5022107433624549,0.0009066183136898776,-0.006300630063006296,0.04101838755304099
2021-02-18,549.5,310701.0,123409.0,548.0,689393.0,104708.0,1.5,0.0027297543221060424,-20056.0,30791.0,-50847.0,1.1786014440157278,0.45068777895917067,-0.004528985507246341,0.03192488262910809,0.046666666666666634
2021-02-19,544.0,226599.0,203468.0,542.0,730144.0,187959.0,2.0,0.003676470588228536,-84102.0,40751.0,-124853.0,1.0825126756367023,0.31034836963667395,-0.010009099181073733,0.007407407407407307,0.04264494489698123
2021-02-22,550.5,183406.0,140629.0,550.25,749224.0,152270.0,0.25,0.00045413260672033765,-43193.0,19080.0,-62273.0,0.9235502725421888,0.24479461416078468,0.011948529411764719,0.020862308762169768,0.050572519083969425
2021-02-23,553.5,154367.0,134967.0,552.5,767566.0,192743.0,1.0,0.0018066847335107376,-29039.0,18342.0,-47381.0,0.7002433292000192,0.20111234734211753,0.005449591280654031,0.0036264732547597323,0.10589410589410586
2021-02-24,559.75,89614.0,174397.0,556.5,777336.0,230060.0,3.25,0.0058061634658225884,-64753.0,9770.0,-74523.0,0.7580500738937636,0.11528348101721762,0.01129177958446248,0.014039855072463858,0.09326171875
2021-02-25,555.0,35443.0,128538.0,549.5,779651.0,278936.0,5.5,0.009909909909892054,-54171.0,2315.0,-56486.0,0.46081538417414586,0.04546008406325388,-0.008485931219294307,0.010009099181073733,0.045690061234102686
2021-02-26,555.0,21134.0,21395.0,548.0,772922.0,168514.0,7.0,0.012612612612589887,-14309.0,-6729.0,-7580.0,0.12696274493513818,0.027342991918977558,0.0,0.020220588235294157,0.04225352112676051
2021-03-01,549.0,16588.0,6534.0,538.5,768720.0,148415.0,10.5,0.019125683060074453,-4546.0,-4202.0,-344.0,0.044025199609203626,0.021578728275574954,-0.010810810810810811,-0.0027247956403270157,0.028089887640449396
2021-03-02,560.0,10717.0,8112.0,543.75,759332.0,178021.0,16.25,0.029017857142805324,-5871.0,-9388.0,3517.0,0.04556765774824293,0.014113721007411758,0.020036429872495543,0.011743450767841113,0.02376599634369292
2021-03-03,550.0,8135.0,3809.0,534.25,753435.0,132319.0,15.75,0.02863636363631157,-2582.0,-5897.0,3315.0,0.028786493247379225,0.010797215420042855,-0.017857142857142905,-0.017418490397498876,0.0004547521600728466
2021-03-04,545.0,6801.0,2129.0,532.25,748851.0,153481.0,12.75,0.02339449541280111,-1334.0,-4584.0,3250.0,0.013871423824447237,0.009081913491468918,-0.009090909090909038,-0.018018018018018056,0.0036832412523020164
2021-03-05,546.0,5794.0,1441.0,545.5,743959.0,137762.0,0.5,0.0009157509157492386,-1007.0,-4892.0,3885.0,0.010460068814331888,0.007788063589525756,0.0018348623853210455,-0.01621621621621616,-0.00997280145058932
2021-03-08,560.0,4035.0,2320.0,547.0,737340.0,162292.0,13.0,0.023214285714244262,-1759.0,-6619.0,4860.0,0.014295220959751472,0.005472373667507519,0.02564102564102555,0.020036429872495543,0.020036429872495543
2021-03-09,551.75,2283.0,2224.0,545.25,732053.0,138207.0,6.5,0.01178069777977022,-1752.0,-5287.0,3535.0,0.016091804322501638,0.003118626656813095,-0.01473214285714286,-0.01473214285714286,0.006843065693430628
2021-03-10,541.0,654.0,1986.0,533.0,722846.0,169761.0,8.0,0.014787430683891337,-1629.0,-9207.0,7578.0,0.011698800077756307,0.000904757029851447,-0.019483461712732186,-0.016363636363636358,-0.041629760850310005
2021-03-11,541.0,158.0,672.0,537.75,711911.0,121518.0,3.25,0.006007393715330855,-496.0,-10935.0,10439.0,0.005530044931615023,0.00022193785459137416,0.0,-0.007339449541284404,-0.026102610261026116
2021-03-12,,143.0,66.0,540.0,706090.0,123442.0,,,-15.0,-5821.0,5806.0,0.0005346640527535155,0.0002025237575946406,0.0,-0.009157509157509125,0.015962441314554043
2021-03-15,548.0,705501.0,140615.0,535.75,408423.0,56701.0,12.25,0.022354014598499356,705358.0,-297667.0,1003025.0,2.479938625421025,1.7273782328615144,0.012939001848428777,-0.021428571428571463,0.014814814814814836
2021-03-16,553.0,699655.0,132710.0,541.0,409108.0,55959.0,12.0,0.02169981916813436,-5846.0,685.0,-6531.0,2.3715577476366203,1.7101963295755602,0.009124087591240837,0.002265518803806099,0.02549837737598515
2021-03-17,556.0,690358.0,129647.0,540.25,412976.0,58068.0,15.75,0.028327338129445455,-9297.0,3868.0,-13165.0,2.2326754839153713,1.6716661500910424,0.005424954792043302,0.02772643253234741,0.008159564823209342
2021-03-18,546.5,682472.0,157912.0,530.5,400416.0,82610.0,16.0,0.029277218664173328,-7886.0,-12560.0,4674.0,1.9115361336399719,1.7044074162870573,-0.017086330935251803,0.010166358595194103,-0.009963768115942018
2021-03-19,557.0,674236.0,158521.0,536.0,395027.0,73556.0,21.0,0.0377019748652824,-8236.0,-5389.0,-2847.0,2.1551063135569883,1.706809914259021,0.01921317474839901,0.02957486136783727,0.01364877161055511
2021-03-22,550.0,668058.0,129296.0,532.75,401128.0,52354.0,17.25,0.03136363636357934,-6178.0,6101.0,-12279.0,2.469648928448591,1.6654484354121337,-0.012567324955116699,0.0036496350364962904,0.011029411764705843
2021-03-23,551.5,657706.0,122094.0,533.75,406369.0,53516.0,17.75,0.032184950135934386,-10352.0,5241.0,-15593.0,2.2814485387547223,1.61849452098954,0.0027272727272726893,-0.002712477396021651,0.0018165304268846771
2021-03-24,552.5,650917.0,92011.0,535.25,408979.0,43878.0,17.25,0.031221719456957064,-6789.0,2610.0,-9399.0,2.096973426318381,1.5915658261182075,0.0018132366273799772,-0.006294964028776939,-0.0018066847335139746
2021-03-25,546.25,646977.0,142181.0,532.5,411915.0,64090.0,13.75,0.02517162471391273,-3940.0,2936.0,-6876.0,2.218458417849864,1.5706565674957174,-0.011312217194570096,-0.00045745654162854255,-0.024117909781152247
2021-03-26,551.75,643481.0,124031.0,534.75,414367.0,53091.0,17.0,0.03081105573170673,-3496.0,2452.0,-5948.0,2.336196342129507,1.5529253053452579,0.010068649885583536,-0.009425493716337496,-0.005855855855855907
2021-03-29,546.0,637172.0,119797.0,530.0,420273.0,46087.0,16.0,0.029304029303975635,-6309.0,5906.0,-12215.0,2.5993664156920047,1.5160907315007115,-0.0104213864975079,-0.0072727272727273196,-0.01621621621621616
2021-03-30,538.0,628760.0,136033.0,520.75,421513.0,63278.0,17.25,0.032063197025962706,-8412.0,1240.0,-9652.0,2.1497676917727784,1.4916740408955322,-0.0146520146520146,-0.024478694469628248,-0.02003642987249543
2021-03-31,564.25,622246.0,145896.0,547.5,422345.0,87684.0,16.75,0.02968542312799347,-6514.0,832.0,-7346.0,1.6638839469002136,1.4733121026648794,0.04879182156133832,0.02126696832579178,0.007589285714285632
2021-04-01,558.75,615378.0,249753.0,544.0,429258.0,108989.0,14.75,0.026398210290780495,-6868.0,6913.0,-13781.0,2.291543183257005,1.4335853961952918,-0.009747452370403198,0.022883295194507935,0.015909090909090873
2021-04-02,558.75,615169.0,,544.0,429257.0,,14.75,0.026398210290780495,-209.0,-1.0,-208.0,,1.4331018480770228,0.0,0.012686905301314111,0.025229357798165042
2021-04-05,553.0,602184.0,143679.0,538.25,437398.0,88758.0,14.75,0.02667269439416515,-12985.0,8141.0,-21126.0,1.6187723923477138,1.376741548886823,-0.01029082774049217,0.012820512820512775,0.012820512820512775
2021-04-06,554.5,583487.0,134848.0,541.0,446709.0,77425.0,13.5,0.024346257889947077,-18697.0,9311.0,-28008.0,1.7416596706489926,1.3061903834487298,0.002712477396021651,0.03066914498141271,-0.009821428571428537
2021-04-07,560.25,576150.0,158002.0,546.0,455309.0,107171.0,14.25,0.02543507362779931,-7337.0,8600.0,-15937.0,1.474298084369825,1.2654043737330005,0.010369702434625871,-0.007089056269384164,0.015405527865881341
2021-04-08,579.0,556250.0,258786.0,561.0,480754.0,187448.0,18.0,0.03108808290150071,-19900.0,25445.0,-45345.0,1.3805748794332222,1.1570366549212254,0.03346720214190091,0.03624161073825505,0.07024029574861368
2021-04-09,576.25,515588.0,249738.0,561.5,518324.0,172077.0,14.75,0.02559652928412044,-40662.0,37570.0,-78232.0,1.4513153995013777,0.994721448360483,-0.004749568221070866,0.031319910514541416,0.06515711645101674
2021-04-12,568.0,468245.0,198642.0,555.0,560004.0,149566.0,13.0,0.02288732394362168,-47343.0,41680.0,-89023.0,1.3281227016835289,0.8361458132441896,-0.014316702819956562,0.027124773960216952,0.049907578558225474
2021-04-13,580.0,424205.0,225715.0,566.25,606470.0,176626.0,13.75,0.023706896551683263,-44040.0,46466.0,-90506.0,1.277926239624963,0.6994657608785253,0.021126760563380254,0.04598737601442737,0.058394160583941535
2021-04-14,593.75,388909.0,242724.0,579.0,652174.0,186944.0,14.75,0.024842105263116056,-35296.0,45704.0,-81000.0,1.298378123930154,0.5963270538230585,0.0237068965517242,0.05979473449352968,0.07368896925858959
2021-04-15,589.75,354032.0,176855.0,577.0,678176.0,138034.0,12.75,0.021619330224634813,-34877.0,26002.0,-60879.0,1.2812423026210842,0.5220355777851169,-0.006736842105263152,0.01856649395509491,0.060701438848920874
2021-04-16,587.0,323909.0,165261.0,575.0,705249.0,138956.0,12.0,0.020442930153287152,-30123.0,27073.0,-57196.0,1.1893045280520367,0.459283175162247,-0.004662992793556642,0.018655097613882843,0.07410795974382434
2021-04-19,592.0,293449.0,105991.0,580.0,714917.0,81451.0,12.0,0.02027027027023603,-30460.0,9668.0,-40128.0,1.3012854354151415,0.410465830299181,0.008517887563884052,0.04225352112676051,0.06283662477558338
2021-04-20,607.25,268597.0,180193.0,592.0,721045.0,172258.0,15.25,0.025113215314903067,-24852.0,6128.0,-30980.0,1.0460646239942353,0.3725107309529913,0.025760135135135087,0.04698275862068968,0.10409090909090901
2021-04-21,626.0,248742.0,163261.0,605.25,735313.0,183005.0,20.75,0.03314696485617708,-19855.0,14268.0,-34123.0,0.8921122373705588,0.33828043295848115,0.030876904075751277,0.05431578947368432,0.13508612873980064
2021-04-22,650.5,231523.0,147251.0,631.5,739985.0,179247.0,19.0,0.029208301306642263,-17219.0,4672.0,-21891.0,0.8214977098640378,0.3128752609850195,0.039137380191693216,0.10300974989402278,0.17737556561085976
2021-04-23,657.5,168158.0,157732.0,635.0,750133.0,233004.0,22.5,0.03422053231933959,-63365.0,10148.0,-73513.0,0.6769497519355863,0.2241709136913051,0.010760953112989968,0.12010221465076665,0.20366132723112118
2021-04-26,680.5,127419.0,157505.0,657.5,757581.0,236175.0,23.0,0.03379867744300691,-40739.0,7448.0,-48187.0,0.6668995448290435,0.16819191611194026,0.03498098859315579,0.1494932432432432,0.23334843679202533
2021-04-27,695.75,67729.0,166136.0,654.25,741565.0,384490.0,41.5,0.05964786201931779,-59690.0,-16016.0,-43674.0,0.43209446279487,0.09133251973866068,0.022409992652461463,0.1457389872375463,0.2742673992673992
2021-04-28,687.0,26797.0,107987.0,640.0,745532.0,314724.0,47.0,0.06841339155739679,-40932.0,3967.0,-44899.0,0.34311650843278446,0.035943460508737334,-0.012576356449874204,0.09744408945686911,0.2769516728624535
2021-04-29,699.25,12543.0,30786.0,648.0,745500.0,181952.0,51.25,0.07329281372889054,-14254.0,-32.0,-14222.0,0.16919846992613344,0.01682494969818911,0.017831149927219903,0.07494235203689459,0.2392556490917146
2021-04-30,715.0,7296.0,9862.0,673.25,746663.0,148309.0,41.75,0.058391608391526725,-5247.0,1163.0,-6410.0,0.06649630164049339,0.009771476556358075,0.0225241329996424,0.0874524714828897,0.2796420581655481
2021-05-03,729.5,5275.0,3094.0,681.25,735575.0,232788.0,48.25,0.06614119259757897,-2021.0,-11088.0,9067.0,0.013291063113218838,0.007171260578459018,0.020279720279720248,0.07200587803085967,0.30559284116331087
2021-05-04,742.75,4005.0,1827.0,696.75,726355.0,204867.0,46.0,0.061932009424352834,-1270.0,-9220.0,7950.0,0.008917980933971753,0.005513832767723764,0.018163125428375615,0.06755300035932454,0.34312839059674505
2021-05-05,745.0,2715.0,1778.0,708.0,717577.0,199836.0,37.0,0.04966442953013468,-1290.0,-8778.0,7488.0,0.00889729578254164,0.0037835660841972303,0.0030292830696734274,0.08442503639010179,0.3435527502254283
2021-05-06,750.0,1663.0,2419.0,718.75,719805.0,194339.0,31.25,0.04166666666661111,-1052.0,2228.0,-3280.0,0.012447321433165693,0.0023103479414563633,0.006711409395973256,0.07257776188773679,0.3386880856760375
2021-05-07,755.5,1342.0,680.0,731.0,711629.0,192878.0,24.5,0.032428855062829345,-321.0,-8176.0,7855.0,0.003525544644801359,0.0018858140969522012,0.007333333333333414,0.056643356643356624,0.3048359240069085
2021-05-10,735.0,828.0,814.0,714.0,705248.0,190149.0,21.0,0.0285714285713897,-514.0,-6381.0,5867.0,0.004280853435989649,0.0011740550841689715,-0.027134348113831863,0.007539410555174708,0.2754880694143167
2021-05-11,759.5,479.0,404.0,723.0,702779.0,180975.0,36.5,0.0480579328504963,-349.0,-2469.0,2120.0,0.002232352534880496,0.0006815798423117356,0.03333333333333344,0.022551329518680552,0.33714788732394374
2021-05-12,751.0,210.0,328.0,714.5,695484.0,200830.0,36.5,0.04860186418102716,-269.0,-7295.0,7026.0,0.0016332221281680943,0.00030194799592801513,-0.011191573403554922,0.008053691275167862,0.29482758620689653
2021-05-13,579.0,21.0,307.0,674.75,683888.0,247856.0,-95.75,-0.16537132987881628,-189.0,-11596.0,11407.0,0.0012386224259247256,3.070678239711761e-05,-0.22902796271637815,-0.22799999999999998,-0.024842105263157888
2021-05-14,,,28.0,645.0,672567.0,313038.0,,,,-11321.0,,8.944600974961478e-05,,0.0,-0.23362011912640634,-0.01822806273844846
2021-05-17,652.0,659332.0,185347.0,565.0,274595.0,46183.0,87.0,0.13343558282188123,,-397972.0,,4.013316588354936,2.4011070849796887,0.12607944732297072,-0.11292517006802716,0.11073253833049401
2021-05-18,659.25,650578.0,161908.0,571.75,282330.0,43399.0,87.5,0.1327265832383273,-8754.0,7735.0,-16489.0,3.7306850388256936,2.3043176424751097,0.01111963190184051,-0.1319947333772219,0.11359797297297303
2021-05-19,661.0,645771.0,136686.0,569.0,286206.0,34463.0,92.0,0.1391830559755837,-4807.0,3876.0,-8683.0,3.966166613469403,2.256315381228897,0.0026545316647705874,-0.11984021304926762,0.08851379168382056
2021-05-20,664.25,637495.0,119730.0,575.0,290529.0,29772.0,89.25,0.13436206247627497,-8276.0,4323.0,-12599.0,4.021563885529893,2.1942559950985885,0.004916792738275388,0.14723661485319517,0.0611022364217253
2021-05-21,657.0,629918.0,109618.0,571.25,294457.0,27958.0,85.75,0.13051750380497637,-7577.0,3928.0,-11505.0,3.9208097861075926,2.1392529299693943,-0.010914565299209644,0.13471502590673579,0.009992313604919367
2021-05-24,658.0,624460.0,106865.0,569.0,301030.0,28062.0,89.0,0.13525835866240843,-5458.0,6573.0,-12031.0,3.8081747558975194,2.074411188253656,0.0015220700152207556,0.009202453987730008,0.0007604562737641984
2021-05-25,620.25,618761.0,211650.0,539.5,305925.0,49767.0,80.75,0.13018943974182962,-5699.0,4895.0,-10594.0,4.252818132497353,2.0225905042085413,-0.057370820668693034,-0.059158134243458504,-0.08853783982365904
2021-05-26,624.0,612617.0,182610.0,547.0,314717.0,53644.0,77.0,0.12339743589723814,-6144.0,8792.0,-14936.0,3.404108567593703,1.94656469145295,0.006045949214026569,-0.055975794251134636,-0.10312612288896872
2021-05-27,664.5,603409.0,160605.0,583.25,321303.0,61192.0,81.25,0.12227238525188522,-9208.0,6586.0,-15794.0,2.624607791868175,1.8780061188348636,0.06490384615384626,0.00037636432066245895,-0.03275109170305679
2021-05-28,657.0,592988.0,150329.0,570.5,325437.0,43448.0,86.5,0.13165905631639016,-10421.0,4134.0,-14555.0,3.4599751426992396,1.8221283996595292,-0.011286681715575675,0.0,-0.06042188058634246
2021-06-01,686.75,585352.0,163972.0,599.75,329650.0,58600.0,87.0,0.12668365489606598,-7636.0,4213.0,-11849.0,2.7981569965869832,1.7756772334293895,0.045281582952815924,0.043693009118541015,-0.03951048951048952
2021-06-02,675.0,570127.0,163861.0,593.0,331589.0,71299.0,82.0,0.12148148148130151,-15225.0,1939.0,-17164.0,2.298222976479301,1.719378507730951,-0.01710957408081548,0.08827085852478844,-0.07470870459218648
2021-06-03,662.0,553081.0,166363.0,580.75,334766.0,75031.0,81.25,0.12273413897262427,-17046.0,3177.0,-20223.0,2.2172568671615434,1.6521420932830644,-0.01925925925925931,0.0608974358974359,-0.10871760350050486
2021-06-04,680.75,539365.0,142300.0,603.5,335241.0,69245.0,77.25,0.11347778185807789,-13716.0,475.0,-14191.0,2.0550220232507463,1.6088873377659607,0.02832326283987907,0.024454477050413814,-0.08624161073825498
2021-06-07,680.0,508319.0,254039.0,621.75,357629.0,143058.0,58.25,0.08566176470575639,-31046.0,22388.0,-53434.0,1.7757762585804235,1.4213584468821001,-0.0011017260374587279,0.035007610350076046,-0.09333333333333338
2021-06-08,681.75,479251.0,224000.0,627.75,378383.0,134656.0,54.0,0.07920792079196302,-29068.0,20754.0,-49822.0,1.6634980988593033,1.2665764582446852,0.0025735294117648078,-0.007280669821623564,-0.0976174718729318
2021-06-09,694.25,441003.0,214261.0,630.5,408825.0,126313.0,63.75,0.0918257111990035,-38248.0,30442.0,-68690.0,1.6962703759707891,1.078708493854336,0.018335166850018236,0.02851851851851861,-0.05544217687074826
2021-06-10,699.0,405171.0,256320.0,635.0,445166.0,142203.0,64.0,0.09155937052919663,-35832.0,36341.0,-72173.0,1.8024936182780829,0.9101571099320234,0.0068419157364061345,0.0558912386706949,-0.07965766951942066
