date,s1_bid,s1_oi,s1_vol,s2_bid,s2_oi,s2_vol,spread_c1_c2,spread_pct,d_c1_oi,d_c2_oi,roll_pressure,vol_ratio,oi_ratio,ret_1d,ret_5d,ret_21d
2021-01-12,1351.75,199.0,331.0,1418.0,389247.0,167397.0,-66.25,-0.04901054189010615,-263.0,-3122.0,2859.0,0.001977335316642461,0.0005112435034823633,-0.016551473263004768,0.0072652757078985886,0.1713604852686308
2021-01-13,1271.5,52.0,242.0,1405.0,382289.0,137450.0,-133.5,-0.10499410145489187,-147.0,-6958.0,6811.0,0.001760640232811919,0.00013602274718864488,-0.05936748659145552,-0.054646840148698916,0.09991349480968847
2021-01-14,,11.0,12.0,1432.25,378606.0,109224.0,,,-41.0,-3683.0,3642.0,0.0001098659635244991,2.905395054489356e-05,0.0,-0.05814814814814817,0.08814719726144626
2021-01-15,1421.75,375156.0,102084.0,1414.75,172516.0,36396.0,7.0,0.0049235097590962385,375145.0,-206090.0,581235.0,2.8048137157928674,2.1746156878202476,0.11816751867872588,0.0517847235065656,0.20232558139534884
2021-01-19,1385.0,366235.0,129335.0,1383.0,172091.0,48297.0,2.0,0.0014440433212985963,-8921.0,-425.0,-8496.0,2.6779096010103594,2.128147317407638,-0.025848426235273392,0.0076391415060022005,0.17199069177067905
2021-01-20,1368.75,358270.0,182300.0,1362.25,173185.0,53327.0,6.5,0.004748858447485115,-7965.0,1094.0,-9059.0,3.418530950550314,2.0687126483240346,-0.011732851985559511,0.012576289994451706,0.13636363636363646
2021-01-21,1367.5,352896.0,118977.0,1365.0,174200.0,34117.0,2.5,0.0018281535648981147,-5374.0,1015.0,-6389.0,3.487323035436777,2.0258094144661194,-0.0009132420091324533,0.07550137632717258,0.1236647493837304
2021-01-22,1307.75,338462.0,203991.0,1311.5,176526.0,70399.0,-3.75,-0.002867520550561753,-14434.0,2326.0,-16760.0,2.8976405914856334,1.9173492856576262,-0.04369287020109691,0.028509634290208474,0.053362867498993216
2021-01-25,1345.75,332410.0,150390.0,1343.0,177441.0,47324.0,2.75,0.002043470183910798,-6052.0,915.0,-6967.0,3.1778801453807124,1.8733550870430067,0.02905754157904794,-0.0534552488130825,0.0785413744740533
2021-01-26,1368.75,328931.0,116570.0,1369.0,182148.0,46000.0,-0.25,-0.00018264840182635059,-3479.0,4707.0,-8186.0,2.5341304347825537,1.8058446977183291,0.01709084153817564,-0.011732851985559511,0.08976910828025475
2021-01-27,1370.75,312837.0,176959.0,1370.0,185524.0,78654.0,0.75,0.000547145723143865,-16094.0,3376.0,-19470.0,2.249841076105446,1.686234665056803,0.0014611872146119698,0.0014611872146119698,0.08703409992069777
2021-01-28,1350.0,307001.0,147312.0,1347.75,184991.0,71449.0,2.25,0.001666666666665432,-5836.0,-533.0,-5303.0,2.0617783313971914,1.6595455995156432,-0.015137698340324635,-0.012797074954296161,0.08086469175340283
2021-01-29,1363.75,305373.0,140139.0,1361.0,186293.0,64239.0,2.75,0.002016498625113095,-1628.0,1302.0,-2930.0,2.1815252416755837,1.6392081291299103,0.010185185185185075,0.04282164022175494,0.05308880308880304
2021-02-01,1365.0,300123.0,122610.0,1363.0,189703.0,56122.0,2.0,0.0014652014652003918,-5250.0,3410.0,-8660.0,2.184704750365237,1.5820677585488814,0.0009165902841430373,0.014304291287386306,0.053647240447703526
2021-02-02,1351.0,299187.0,101229.0,1344.0,188845.0,43557.0,7.0,0.005181347150255232,-936.0,-858.0,-78.0,2.3240581307252035,1.584299293071029,-0.01025641025641022,-0.012968036529680371,0.029725609756097615
2021-02-03,1368.0,295750.0,104412.0,1362.75,192480.0,48151.0,5.25,0.0038377192982428088,-3437.0,3635.0,-7072.0,2.1684284853896667,1.5365232751454618,0.012583271650629113,-0.002006200984862261,0.04667176740627399
2021-02-04,1370.0,291246.0,105595.0,1363.0,191770.0,66828.0,7.0,0.005109489051091161,-4504.0,-710.0,-3794.0,1.5801011552043815,1.5187255566564035,0.0014619883040936088,0.014814814814814836,0.02086438152011927
2021-02-05,1366.75,270906.0,125252.0,1365.0,206118.0,86959.0,1.75,0.0012804097311130197,-20340.0,14348.0,-34688.0,1.4403569498269133,1.3143248042383426,-0.0023722627737226,0.002199816681943245,0.016171003717472043
2021-02-08,1389.0,255638.0,132805.0,1389.0,213979.0,89280.0,0.0,0.0,-15268.0,7861.0,-23129.0,1.4875112007168292,1.1946873291304232,0.016279495152734524,0.01758241758241752,0.028888888888888964
2021-02-09,1404.25,236722.0,183992.0,1402.0,234957.0,114104.0,2.25,0.0016022787965094519,-18916.0,20978.0,-39894.0,1.6124938652457266,1.007512012836387,0.010979121670266379,0.03941524796447071,0.038838542629924255
2021-02-10,1352.5,222032.0,171264.0,1352.5,254701.0,104938.0,0.0,0.0,-14690.0,19744.0,-34434.0,1.632049400598433,0.8717358785399316,-0.03685241231974368,-0.011330409356725135,-0.01600582029829034
2021-02-11,1368.0,205732.0,133481.0,1361.5,269773.0,92718.0,6.5,0.00475146198830062,-16300.0,15072.0,-31372.0,1.43964494488663,0.7626115289521163,0.01146025878003698,-0.0014598540145985828,0.012021453671166915
2021-02-12,1371.0,195952.0,89711.0,1362.5,274257.0,58887.0,8.5,0.006199854121074982,-9780.0,4484.0,-14264.0,1.5234432047820143,0.7144831307860849,0.002192982456140413,0.00310956648984817,0.0782540306724342
2021-02-16,1385.0,174951.0,115890.0,1382.5,275168.0,95224.0,2.5,0.0018050541516232454,-21001.0,911.0,-21912.0,1.2170251197177053,0.6357970403535272,0.010211524434719177,-0.0028797696184305055,0.08926464805348022
2021-02-17,1384.0,166991.0,75855.0,1384.75,281494.0,68554.0,-0.75,-0.0005419075144504755,-7960.0,6326.0,-14286.0,1.106499985412943,0.5932311168266443,-0.0007220216606498298,-0.014420509168595386,-0.0265517847722877
2021-02-18,1377.0,150525.0,114634.0,1379.75,296114.0,85745.0,-2.75,-0.001997095134348586,-16466.0,14620.0,-31086.0,1.3369176045250295,0.5083346278798013,-0.005057803468208055,0.018114602587800288,-0.005776173285198527
2021-02-19,1374.75,99633.0,140822.0,1379.0,322754.0,118332.0,-4.25,-0.003091471176575311,-50892.0,26640.0,-77532.0,1.1900584795321536,0.30869640655111846,-0.0016339869281045694,0.004934210526315708,0.004383561643835687
2021-02-22,1380.0,70941.0,124120.0,1388.5,339586.0,131827.0,-8.5,-0.006159420289850609,-28692.0,16832.0,-45524.0,0.9415370144204076,0.2089043717938896,0.003818876159301654,0.006564551422319376,0.009140767824497242
2021-02-23,1405.5,48129.0,88637.0,1408.0,360520.0,169884.0,-2.5,-0.0017787264318735122,-22812.0,20934.0,-43746.0,0.521750135386496,0.1334988350160875,0.018478260869565277,0.014801444043321288,0.07474670235136682
2021-02-24,1420.0,21712.0,66143.0,1420.25,361949.0,140127.0,-0.25,-0.00017605633802804504,-26417.0,1429.0,-27846.0,0.4720218087877392,0.0599863516683288,0.010316613304873767,0.026011560693641522,0.055173694965632514
2021-02-25,1407.0,5150.0,44673.0,1405.0,360501.0,184671.0,2.0,0.001421464108030262,-16562.0,-1448.0,-15114.0,0.24190587585489742,0.014285674658322685,-0.009154929577464777,0.02178649237472774,0.027945205479452007
2021-02-26,1380.0,2734.0,5701.0,1406.25,356633.0,117310.0,-26.25,-0.019021739130421,-2416.0,-3868.0,1452.0,0.04859773250362246,0.0076661441874419705,-0.019189765458422214,0.003818876159301654,0.006748130585445988
2021-03-01,1391.0,1943.0,1258.0,1392.5,356975.0,106588.0,-1.5,-0.0010783608914442283,-791.0,342.0,-1133.0,0.011802454310053553,0.005442958190349449,0.007971014492753614,0.007971014492753614,0.03037037037037038
2021-03-02,1385.0,1489.0,680.0,1412.5,353265.0,110167.0,-27.5,-0.0198555956678557,-454.0,-3710.0,3256.0,0.006172447284576995,0.004214966101934796,-0.004313443565780006,-0.014585556741373185,0.015582034830430747
2021-03-03,1405.0,1028.0,619.0,1407.5,351828.0,83314.0,-2.5,-0.0017793594306037158,-461.0,-1437.0,976.0,0.007429723695897359,0.0029218822833884657,0.014440433212996373,-0.010563380281690127,0.0293040293040292
2021-03-04,1405.0,777.0,385.0,1410.0,353933.0,140366.0,-5.0,-0.0035587188612074315,-251.0,2105.0,-2356.0,0.002742829460125652,0.0021953307546908533,0.0,-0.001421464108031234,0.0399703923019985
2021-03-05,1420.0,704.0,171.0,1430.0,356513.0,94022.0,-10.0,-0.007042253521121801,-73.0,2580.0,-2653.0,0.0018187232775307713,0.001974682550145431,0.01067615658362997,0.02898550724637672,0.03801169590643272
2021-03-08,1430.0,581.0,149.0,1433.0,358690.0,103932.0,-3.0,-0.0020979020979006308,-123.0,2177.0,-2300.0,0.0014336296809452195,0.0016197830996124744,0.007042253521126751,0.028037383177569986,0.04379562043795615
2021-03-09,1405.0,451.0,186.0,1439.75,352602.0,115316.0,-34.75,-0.024733096085391648,-130.0,-6088.0,5958.0,0.001612959173054896,0.0012790625124077537,-0.0174825174825175,0.014440433212996373,0.02798609840863353
2021-03-10,1405.0,166.0,340.0,1410.0,347640.0,124169.0,-5.0,-0.0035587188612074315,-285.0,-4962.0,4677.0,0.0027382035773824164,0.0004775054654240005,0.0,0.0,0.011519078473722022
2021-03-11,1336.5,26.0,180.0,1413.5,342592.0,95557.0,-77.0,-0.057613168724236725,-140.0,-5048.0,4908.0,0.0018836924558116948,7.589202316458039e-05,-0.048754448398576566,-0.048754448398576566,-0.048246394872707876
2021-03-12,,3.0,25.0,1410.0,337704.0,100480.0,,,-23.0,-4888.0,4865.0,0.00024880573248407394,8.883519295003882e-06,0.0,-0.05880281690140843,-0.01182994454713493
2021-03-15,1419.0,332208.0,82218.0,1407.5,180822.0,39929.0,11.5,0.008104298801967509,332205.0,-156882.0,489087.0,2.0591049112173594,1.837210073995411,0.06172839506172845,-0.007692307692307665,0.037280701754385914
2021-03-16,1423.0,325805.0,71215.0,1407.75,185881.0,37661.0,15.25,0.010716795502452062,-6403.0,5059.0,-11462.0,1.8909481957462126,1.7527611751604428,0.0028188865398168783,0.012811387900355964,0.03792851932895691
2021-03-17,1413.75,320119.0,69409.0,1400.75,187967.0,41004.0,13.0,0.009195402298844071,-5686.0,2086.0,-7772.0,1.692737293922503,1.7030595796070498,-0.006500351370344326,0.006227758007117501,0.020758122743682383
2021-03-18,1391.75,319039.0,93486.0,1378.25,188804.0,44260.0,13.5,0.009700017962989258,-1080.0,837.0,-1917.0,2.1122006326253477,1.6897894112412783,-0.015561450044208613,0.041339319117096984,0.005599710982658879
2021-03-19,1415.0,318508.0,86775.0,1400.0,189840.0,36302.0,15.0,0.010600706713773427,-531.0,1036.0,-1567.0,2.390364167263446,1.6777707543194182,0.01670558649182685,0.05873550317994769,0.027596223674654974
2021-03-22,1416.0,315149.0,77293.0,1402.0,190122.0,30152.0,14.0,0.009887005649710533,-3359.0,282.0,-3641.0,2.5634452109311963,1.6576145843195336,0.0007067137809186885,-0.0021141649048626032,0.03000545553737033
2021-03-23,1422.25,314610.0,108200.0,1409.0,189836.0,60235.0,13.25,0.009316224292487737,-539.0,-286.0,-253.0,1.7962978334854853,1.6572725931856884,0.004413841807909602,-0.0005270555165144408,0.030615942028985543
2021-03-24,1431.5,312064.0,78103.0,1415.0,189194.0,49085.0,16.5,0.011526370939565822,-2546.0,-642.0,-1904.0,1.591178567790535,1.6494391999746205,0.006503779223062001,0.012555260831122794,0.01849875489149766
2021-03-25,1414.25,307757.0,104662.0,1400.25,189525.0,56548.0,14.0,0.009899239879787945,-4307.0,331.0,-4638.0,1.8508523732050322,1.6238332673789653,-0.012050296891372714,0.016166696604993813,-0.004049295774647854
2021-03-26,1400.0,308841.0,100389.0,1390.0,193487.0,61670.0,10.0,0.007142857142852041,1084.0,3962.0,-2878.0,1.6278417382843908,1.5961847565986265,-0.010076012020505565,-0.010600706713780883,-0.00497512437810943
2021-03-29,1390.0,305045.0,98533.0,1385.5,195315.0,47810.0,4.5,0.003237410071940117,-3796.0,1828.0,-5624.0,2.0609286760091603,1.561810408826759,-0.0071428571428571175,-0.01836158192090398,0.007246376811594235
2021-03-30,1366.5,301827.0,96925.0,1357.75,197178.0,44744.0,8.75,0.006403219904861761,-3218.0,1863.0,-5081.0,2.166212229572632,1.5307336518272754,-0.016906474820143846,-0.039198453155211865,-0.017613227893601757
2021-03-31,1436.75,296006.0,128593.0,1427.75,205455.0,101574.0,9.0,0.0062641378110274825,-5821.0,8277.0,-14098.0,1.2660031110323382,1.440733980677027,0.05140870837907063,0.003667481662591676,0.037364620938628246
2021-04-01,1401.25,286273.0,169783.0,1394.0,206949.0,117768.0,7.25,0.005173951828720661,-9733.0,1494.0,-11227.0,1.441673459683433,1.3833021662341864,-0.02470854358795893,-0.009192151316952502,-0.002669039145907437
2021-04-02,1401.25,286234.0,,1394.0,206977.0,,7.25,0.005173951828720661,-39.0,28.0,-67.0,,1.3829266053716047,0.0,0.0008928571428572507,-0.002669039145907437
2021-04-05,1411.0,284632.0,63975.0,1404.0,205605.0,39408.0,7.0,0.004961020552795917,-1602.0,-1372.0,-230.0,1.6234013398294351,1.3843632207387886,0.006958073148974231,0.015107913669064832,-0.006338028169014076
2021-04-06,1416.75,284668.0,81203.0,1409.0,203207.0,47331.0,7.75,0.005470266454910556,36.0,-2398.0,2434.0,1.7156409118759015,1.4008769382944417,0.00407512402551391,0.03677277716794736,-0.009265734265734293
2021-04-07,1407.5,279848.0,84843.0,1402.0,208462.0,57559.0,5.5,0.003907637655414631,-4820.0,5255.0,-10075.0,1.4740179641758635,1.3424413082480195,-0.006529027704252677,-0.020358447885853503,0.001779359430605032
2021-04-08,1415.0,264595.0,98187.0,1406.0,224341.0,77897.0,9.0,0.006360424028264056,-15253.0,15879.0,-31132.0,1.2604721619574404,1.1794322036542533,0.005328596802841812,0.009812667261373864,0.007117437722419906
2021-04-09,1403.0,246716.0,113734.0,1400.0,242798.0,92190.0,3.0,0.0021382751247311918,-17879.0,18457.0,-36336.0,1.2336912897277228,1.0161368709791638,-0.008480565371024706,0.0012488849241747424,0.04975682753460542
2021-04-12,1382.25,222019.0,134732.0,1376.0,266527.0,102693.0,6.25,0.004521613311626318,-24697.0,23729.0,-48426.0,1.3119881588813131,0.8330075376978662,-0.014789736279401278,-0.020375620127569105,0.034231200897867575
2021-04-13,1389.5,210160.0,119433.0,1383.0,285142.0,96049.0,6.5,0.004677941705646148,-11859.0,18615.0,-30474.0,1.2434590677674806,0.7370362836762009,0.005245071441490223,-0.01923416269631195,-0.020789288231148673
2021-04-14,1406.0,203858.0,113554.0,1400.5,298628.0,93320.0,5.5,0.003911806543382709,-6302.0,13486.0,-19788.0,1.2168238319759834,0.6826486464765505,0.011874775098956514,-0.001065719360568429,-0.011946591707659882
2021-04-15,1412.75,193639.0,85081.0,1409.5,305807.0,76933.0,3.25,0.002300477791539692,-10219.0,7179.0,-17398.0,1.1059103375664394,0.6332065649249342,0.004800853485064094,-0.0015901060070671047,-0.0007073386383731339
2021-04-16,1433.0,185947.0,88555.0,1418.0,316745.0,97086.0,15.0,0.010467550593153895,-7692.0,10938.0,-18630.0,0.9121294522382124,0.5870558335569603,0.014333746239603595,0.021382751247327247,0.02963894377582177
2021-04-19,1449.0,181192.0,78228.0,1435.75,327161.0,91840.0,13.25,0.009144237405100659,-4755.0,10416.0,-15171.0,0.8517857142857049,0.5538312940723358,0.011165387299371998,0.048290830168204124,0.024028268551236742
2021-04-20,1474.25,161453.0,91627.0,1457.75,334682.0,122053.0,16.5,0.011192131592327494,-19739.0,7521.0,-27260.0,0.7507148533833601,0.48240718054750337,0.017425810904071692,0.060993163008276285,0.04113700564971756
2021-04-21,1496.25,147300.0,88608.0,1477.0,347938.0,126879.0,19.25,0.012865497076014793,-14153.0,13256.0,-27409.0,0.6983661598846089,0.42335128672349553,0.014922842123113345,0.06418918918918926,0.05203023378449645
2021-04-22,1532.75,131275.0,115383.0,1514.5,357638.0,158657.0,18.25,0.011906703637245535,-16025.0,9700.0,-25725.0,0.7272480886440515,0.3670611064819724,0.0243943191311613,0.0849407184569102,0.07073000349283975
2021-04-23,1539.75,98477.0,112190.0,1514.25,362769.0,139849.0,25.5,0.01656113005356937,-32798.0,5131.0,-37929.0,0.8022223970139165,0.2714592481717008,0.004566954819768432,0.0744940683879971,0.08873961463673319
2021-04-26,1571.0,77482.0,84662.0,1540.5,364721.0,160823.0,30.5,0.019414385741553523,-20995.0,1952.0,-22947.0,0.5264296773471424,0.21244183910441075,0.02029550251664225,0.08419599723947546,0.12214285714285711
2021-04-27,1547.0,52604.0,77706.0,1518.25,368565.0,195808.0,28.75,0.018584356819638926,-24878.0,3844.0,-28722.0,0.3968479326687347,0.14272652042380546,-0.015276893698281335,0.049347125657113855,0.11294964028776988
2021-04-28,1547.0,19172.0,66001.0,1507.75,370885.0,188637.0,39.25,0.02537168713637662,-33432.0,2320.0,-35752.0,0.34988363894675834,0.05169257316958073,0.0,0.03391812865497079,0.13208927918038782
2021-04-29,1532.5,7130.0,22542.0,1500.5,371672.0,122271.0,32.0,0.02088091353995375,-12042.0,787.0,-12829.0,0.18436096866795737,0.019183581222152815,-0.009372979961215222,-0.00016310552927745192,0.06664346615625538
2021-04-30,1529.25,4422.0,4669.0,1534.0,373710.0,108723.0,-4.75,-0.0031060977603380047,-2708.0,2038.0,-4746.0,0.042943995290784444,0.011832704503491982,-0.002120717781402881,-0.006819288845591798,0.09134701159678849
2021-05-03,1529.0,3172.0,1617.0,1524.0,370249.0,107742.0,5.0,0.00327011118377811,-1250.0,-3461.0,2211.0,0.015008074845464025,0.008567207473889171,-0.0001634788294915257,-0.026734563971992364,0.09116859946476352
2021-05-04,1550.75,2045.0,1618.0,1540.0,365278.0,93057.0,10.75,0.006932129614698093,-1127.0,-4971.0,3844.0,0.01738719279581313,0.005598475681535692,0.014224983649444134,0.002424046541693592,0.09904323175053165
2021-05-05,1550.75,1649.0,631.0,1542.0,359479.0,87263.0,8.75,0.005642431081731006,-396.0,-5799.0,5403.0,0.0072310142901343384,0.004587194245004564,0.0,0.002424046541693592,0.0945826716075524
2021-05-06,1550.75,1227.0,588.0,1566.5,358033.0,112467.0,-15.75,-0.010156375947115812,-422.0,-1446.0,1024.0,0.005228200272079764,0.003427058399644716,0.0,0.01190864600326269,0.10177619893428069
2021-05-07,1605.0,762.0,508.0,1580.25,349906.0,108531.0,24.75,0.015420560747653944,-465.0,-8127.0,7662.0,0.0046806903096810615,0.0021777277325910325,0.034983072706754825,0.04953408533594894,0.13427561837455837
2021-05-10,1595.0,436.0,396.0,1587.0,344294.0,94978.0,8.0,0.005015673981188078,-326.0,-5612.0,5286.0,0.004169386594790329,0.0012663595647905532,-0.006230529595015577,0.043165467625899234,0.1368496079828938
2021-05-11,1595.0,364.0,128.0,1615.0,343499.0,116837.0,-20.0,-0.012539184952970194,-72.0,-795.0,723.0,0.0010955433638316534,0.0010596828520607017,0.0,0.028534580041915225,0.15391571712787133
2021-05-12,1627.75,316.0,172.0,1640.75,342661.0,153357.0,-13.0,-0.007986484410991868,-48.0,-838.0,790.0,0.0011215660191579054,0.000922194238620675,0.020532915360501613,0.0496533935192649,0.17146455559553786
2021-05-13,1448.25,50.0,199.0,1581.75,329910.0,164120.0,-133.5,-0.09218021750382036,-266.0,-12751.0,12485.0,0.001212527418961728,0.00015155648510199705,-0.11027491936722467,-0.06609704981460585,0.03004978662873392
2021-05-14,,22.0,22.0,1586.0,319606.0,104663.0,,,-28.0,-10304.0,10276.0,0.00021019844644238928,6.88347527893717e-05,0.0,-0.09766355140186911,0.02512829587683596
2021-05-17,1587.0,314338.0,84850.0,1525.0,36315.0,11064.0,62.0,0.039067422810309345,314316.0,-283291.0,597607.0,7.669016630512683,8.655872229106192,0.09580528223718288,-0.005015673981191182,0.10746685275645507
2021-05-18,1574.0,311791.0,100081.0,1521.0,38189.0,12493.0,53.0,0.03367217280811075,-2547.0,1874.0,-4421.0,8.01096614103834,8.164419073554999,-0.008191556395715227,-0.013166144200627006,0.0862663906142167
2021-05-19,1545.25,303006.0,125738.0,1484.25,38597.0,16429.0,61.0,0.03947581297522118,-8785.0,408.0,-9193.0,7.6534177369281355,7.850506516050268,-0.018265565438373543,-0.0506834587620949,0.04816008139732064
2021-05-20,1533.0,302031.0,74949.0,1476.75,39795.0,8877.0,56.25,0.03669275929547509,-975.0,1198.0,-2173.0,8.44305508617681,7.589672069355257,-0.007927519818799578,0.05851890212325217,0.024561403508772006
2021-05-21,1528.5,303742.0,87016.0,1455.0,39787.0,10391.0,73.5,0.048086359175630956,1711.0,-8.0,1719.0,8.374169954767744,7.634202126322477,-0.0029354207436399493,0.055411703780424704,-0.0027727939977165716
2021-05-24,1522.75,300851.0,78380.0,1460.0,39421.0,6996.0,62.75,0.04120834017400019,-2891.0,-366.0,-2525.0,11.203544882788563,7.631744501661358,-0.0037618580307491323,-0.04048519218651547,-0.011040753369053413
2021-05-25,1506.0,297033.0,98163.0,1461.0,39590.0,8711.0,45.0,0.029880478087629562,-3818.0,169.0,-3987.0,11.268855470093987,7.502727961606277,-0.01099983582334596,-0.043202033036848775,-0.0413749204328453
2021-05-26,1503.25,294582.0,101218.0,1452.0,39506.0,12077.0,51.25,0.03409279893561677,-2451.0,-84.0,-2367.0,8.38105489773881,7.456639497797615,-0.0018260292164674619,-0.027180067950169917,-0.02828054298642535
2021-05-27,1535.5,291456.0,87612.0,1487.75,39509.0,11348.0,47.75,0.031097362422643375,-3126.0,3.0,-3129.0,7.720479379625686,7.376952086866098,0.021453517379012244,0.0016307893020222064,-0.0074337427278603485
2021-05-28,1525.5,289265.0,74559.0,1481.25,40037.0,7952.0,44.25,0.02900688298916486,-2191.0,528.0,-2719.0,9.376131790743287,7.224941928715758,-0.00651253663301854,-0.001962708537782132,-0.004567699836867889
2021-06-01,1548.5,284513.0,97373.0,1500.25,40029.0,12705.0,48.25,0.031159186309311488,-4752.0,-8.0,-4744.0,7.664147973238279,7.107671937844885,0.01507702392658139,0.016910195370218428,0.012587869870851698
2021-06-02,1559.0,276142.0,93696.0,1493.0,41002.0,16380.0,66.0,0.04233483001921595,-8371.0,973.0,-9344.0,5.720146520146171,6.734842202819211,0.006780755569906427,0.035192563081009265,0.01962066710268151
2021-06-03,1545.0,271324.0,91793.0,1504.0,42542.0,15518.0,41.0,0.026537216828461788,-4818.0,1540.0,-6358.0,5.915259698414363,6.377791359127301,-0.008980115458627314,0.027773158157325728,-0.0037078832822827756
2021-06-04,1576.25,268784.0,80384.0,1537.5,45203.0,14114.0,38.75,0.024583663758905895,-2540.0,2661.0,-5201.0,5.6953379623065254,5.9461540163262185,0.020226537216828433,0.026538586779550677,0.016443656295340947
2021-06-07,1560.25,251079.0,145331.0,1516.0,45523.0,27535.0,44.25,0.028360839609018838,-17705.0,320.0,-18025.0,5.278046123115843,5.515431759769666,-0.010150674068199805,0.022779416584726375,0.006126068031597542
